model_id,estimator_name,estimator_params,test_accuracy,test_f1,cv_mean,n_features_after_preprocess,model_complexity_proxy,tool,export_status,export_error,source_path,source_size_bytes,source_size_kb,compile_status,object_size_bytes,binary_size_bytes
dtree_d8_leaf5,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 8, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",0.5943152454780362,0.7269565217391304,0.6259468165559907,1605,81,micromlgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/dtree_d8_leaf5__micromlgen.h,11360.0,11.09375,skipped_non_compilable_suffix,,
dtree_d8_leaf5,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 8, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",0.5943152454780362,0.7269565217391304,0.6259468165559907,1605,81,sklearn_porter,unsupported_or_failed,ModuleNotFoundError: No module named 'sklearn.tree.tree',,,,not_compiled_export_failed,,
rf_n10_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 10, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.58656330749354,0.7377049180327869,0.7202604343819932,1605,172,m2cgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/rf_n10_d5__m2cgen.c,15408.0,15.046875,compile_only_success,4912.0,
rf_n10_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 10, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.58656330749354,0.7377049180327869,0.7202604343819932,1605,172,micromlgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/rf_n10_d5__micromlgen.h,19899.0,19.4326171875,skipped_non_compilable_suffix,,
rf_n10_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 10, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.58656330749354,0.7377049180327869,0.7202604343819932,1605,172,sklearn_porter,unsupported_or_failed,ModuleNotFoundError: No module named 'sklearn.tree.tree',,,,not_compiled_export_failed,,
rf_n10_d10,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 10, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.6098191214470284,0.7383015597920277,0.6407884811656113,1605,602,m2cgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/rf_n10_d10__m2cgen.c,66294.0,64.740234375,compile_only_success,10968.0,
rf_n10_d10,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 10, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.6098191214470284,0.7383015597920277,0.6407884811656113,1605,602,micromlgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/rf_n10_d10__micromlgen.h,88983.0,86.8974609375,skipped_non_compilable_suffix,,
rf_n10_d10,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 10, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.6098191214470284,0.7383015597920277,0.6407884811656113,1605,602,sklearn_porter,unsupported_or_failed,ModuleNotFoundError: No module named 'sklearn.tree.tree',,,,not_compiled_export_failed,,
rf_n30_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 30, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.5891472868217055,0.7414634146341463,0.7202625025638654,1605,550,m2cgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/rf_n30_d5__m2cgen.c,48283.0,47.1513671875,compile_only_success,14152.0,
rf_n30_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 30, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.5891472868217055,0.7414634146341463,0.7202625025638654,1605,550,micromlgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/rf_n30_d5__micromlgen.h,62056.0,60.6015625,skipped_non_compilable_suffix,,
rf_n30_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 30, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.5891472868217055,0.7414634146341463,0.7202625025638654,1605,550,sklearn_porter,unsupported_or_failed,ModuleNotFoundError: No module named 'sklearn.tree.tree',,,,not_compiled_export_failed,,
rf_n30_d10,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 30, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.6046511627906976,0.7454242928452579,0.6987976102228941,1605,1818,m2cgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/rf_n30_d10__m2cgen.c,198788.0,194.12890625,compile_only_success,30680.0,
rf_n30_d10,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 30, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.6046511627906976,0.7454242928452579,0.6987976102228941,1605,1818,micromlgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/rf_n30_d10__micromlgen.h,266404.0,260.16015625,skipped_non_compilable_suffix,,
rf_n30_d10,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 30, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.6046511627906976,0.7454242928452579,0.6987976102228941,1605,1818,sklearn_porter,unsupported_or_failed,ModuleNotFoundError: No module named 'sklearn.tree.tree',,,,not_compiled_export_failed,,
rf_n100_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 100, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.5891472868217055,0.7414634146341463,0.7106929852262445,1605,2000,m2cgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/rf_n100_d5__m2cgen.c,175246.0,171.138671875,compile_only_success,47328.0,
rf_n100_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 100, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.5891472868217055,0.7414634146341463,0.7106929852262445,1605,2000,micromlgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/rf_n100_d5__micromlgen.h,224165.0,218.9111328125,skipped_non_compilable_suffix,,
rf_n100_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 100, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.5891472868217055,0.7414634146341463,0.7106929852262445,1605,2000,sklearn_porter,unsupported_or_failed,ModuleNotFoundError: No module named 'sklearn.tree.tree',,,,not_compiled_export_failed,,
rf_n100_d10,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 100, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.6098191214470284,0.7487520798668885,0.6998288798023395,1605,6458,m2cgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/rf_n100_d10__m2cgen.c,706385.0,689.8291015625,compile_only_success,101936.0,
rf_n100_d10,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 100, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.6098191214470284,0.7487520798668885,0.6998288798023395,1605,6458,micromlgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/rf_n100_d10__micromlgen.h,943187.0,921.0810546875,skipped_non_compilable_suffix,,
rf_n100_d10,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 100, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.6098191214470284,0.7487520798668885,0.6998288798023395,1605,6458,sklearn_porter,unsupported_or_failed,ModuleNotFoundError: No module named 'sklearn.tree.tree',,,,not_compiled_export_failed,,
extratrees_n30_d10,ExtraTreesClassifier,"{""bootstrap"": false, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 30, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.6227390180878553,0.7482758620689656,0.7161691118194924,1605,2412,m2cgen,success,,/Users/joshhuang/Documents/GitHub/67364-project-2-nba/transpile_results/run_20260409_122030/c_sources/extratrees_n30_d10__m2cgen.c,282314.0,275.697265625,compile_only_success,117616.0,
extratrees_n30_d10,ExtraTreesClassifier,"{""bootstrap"": false, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 30, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.6227390180878553,0.7482758620689656,0.7161691118194924,1605,2412,micromlgen,unsupported_or_failed,"TypeError: clf MUST be one of SVC, OneClassSVM, RVC, SEFR, DecisionTreeClassifier, DecisionTreeRegressor, RandomForestClassifier, RandomForestRegressor, GaussianNB, LogisticRegression, PCA, PrincipalFFT, LinearRegression, XGBClassifier",,,,not_compiled_export_failed,,
extratrees_n30_d10,ExtraTreesClassifier,"{""bootstrap"": false, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 30, ""n_jobs"": 1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",0.6227390180878553,0.7482758620689656,0.7161691118194924,1605,2412,sklearn_porter,unsupported_or_failed,ModuleNotFoundError: No module named 'sklearn.tree.tree',,,,not_compiled_export_failed,,
