,HOME_TEAM_ID,VISITOR_TEAM_ID,HOME_TEAM_WINS,DAY_OF_YEAR
118,1610612743,1610612742,0,49.0
119,1610612766,1610612746,0,49.0
120,1610612753,1610612749,0,49.0
121,1610612737,1610612760,0,49.0
122,1610612761,1610612738,0,49.0
123,1610612745,1610612755,1,49.0
124,1610612763,1610612748,1,49.0
125,1610612742,1610612756,1,49.0
126,1610612744,1610612754,0,49.0
127,1610612740,1610612743,1,48.0
128,1610612759,1610612756,0,48.0
129,1610612751,1610612738,0,48.0
130,1610612765,1610612763,0,48.0
131,1610612752,1610612739,1,48.0
132,1610612764,1610612747,0,48.0
133,1610612758,1610612741,1,48.0
134,1610612757,1610612754,1,48.0
135,1610612752,1610612742,0,48.0
136,1610612746,1610612758,0,48.0
137,1610612766,1610612749,0,48.0
138,1610612761,1610612753,1,48.0
139,1610612750,1610612760,0,48.0
140,1610612744,1610612745,1,48.0
141,1610612762,1610612757,0,48.0
142,1610612766,1610612764,1,48.0
143,1610612737,1610612743,1,48.0
144,1610612738,1610612748,0,48.0
145,1610612751,1610612761,1,48.0
146,1610612739,1610612753,1,48.0
147,1610612749,1610612747,0,48.0
148,1610612763,1610612755,1,48.0
149,1610612759,1610612740,0,48.0
150,1610612756,1610612745,0,48.0
151,1610612762,1610612754,1,48.0
152,1610612744,1610612741,1,48.0
153,1610612765,1610612742,1,48.0
154,1610612739,1610612755,1,48.0
155,1610612753,1610612737,0,48.0
156,1610612738,1610612748,1,48.0
157,1610612751,1610612764,1,48.0
158,1610612752,1610612749,0,48.0
159,1610612750,1610612763,1,48.0
160,1610612740,1610612761,1,48.0
161,1610612760,1610612759,1,48.0
162,1610612743,1610612745,1,48.0
163,1610612756,1610612741,1,48.0
164,1610612762,1610612746,1,48.0
165,1610612758,1610612754,1,48.0
166,1610612747,1610612757,1,48.0
167,1610612765,1610612752,0,48.0
168,1610612742,1610612744,1,48.0
169,1610612757,1610612746,0,48.0
170,1610612755,1610612737,1,48.0
171,1610612764,1610612750,1,48.0
172,1610612738,1610612766,1,48.0
173,1610612751,1610612753,1,48.0
174,1610612761,1610612739,1,48.0
175,1610612740,1610612760,1,48.0
176,1610612743,1610612745,1,48.0
177,1610612762,1610612741,0,48.0
178,1610612758,1610612756,0,48.0
179,1610612747,1610612754,0,48.0
180,1610612751,1610612757,1,47.0
181,1610612750,1610612744,0,47.0
182,1610612746,1610612754,1,47.0
183,1610612737,1610612748,0,47.0
184,1610612738,1610612764,1,47.0
185,1610612765,1610612739,0,47.0
186,1610612752,1610612763,0,47.0
187,1610612753,1610612755,0,47.0
188,1610612749,1610612742,1,47.0
189,1610612761,1610612742,1,47.0
190,1610612745,1610612760,1,47.0
191,1610612759,1610612747,0,47.0
192,1610612756,1610612762,1,47.0
193,1610612766,1610612750,1,47.0
194,1610612753,1610612755,0,47.0
195,1610612752,1610612757,0,47.0
196,1610612738,1610612758,1,47.0
197,1610612754,1610612751,1,47.0
198,1610612748,1610612764,1,47.0
199,1610612745,1610612737,1,47.0
200,1610612763,1610612740,1,47.0
201,1610612749,1610612739,1,47.0
202,1610612760,1610612741,1,47.0
203,1610612759,1610612747,0,47.0
204,1610612756,1610612765,1,47.0
205,1610612744,1610612762,1,47.0
206,1610612746,1610612743,0,47.0
207,1610612766,1610612755,1,47.0
208,1610612739,1610612757,1,47.0
209,1610612754,1610612750,0,47.0
210,1610612737,1610612758,1,47.0
211,1610612738,1610612742,1,47.0
212,1610612748,1610612764,1,47.0
213,1610612761,1610612751,0,47.0
214,1610612749,1610612741,0,47.0
215,1610612760,1610612743,0,47.0
216,1610612759,1610612740,0,47.0
217,1610612762,1610612765,0,47.0
218,1610612744,1610612746,1,47.0
219,1610612755,1610612751,1,47.0
220,1610612763,1610612758,0,47.0
221,1610612743,1610612765,0,47.0
222,1610612756,1610612747,1,47.0
223,1610612739,1610612737,1,47.0
224,1610612754,1610612753,1,47.0
225,1610612741,1610612738,1,47.0
226,1610612749,1610612757,1,47.0
227,1610612750,1610612748,1,47.0
228,1610612740,1610612744,1,47.0
229,1610612760,1610612752,0,47.0
230,1610612746,1610612762,1,47.0
231,1610612756,1610612752,1,46.0
232,1610612764,1610612766,1,46.0
233,1610612758,1610612765,1,46.0
234,1610612751,1610612763,1,46.0
235,1610612739,1610612748,1,46.0
236,1610612745,1610612744,0,46.0
237,1610612742,1610612743,0,46.0
238,1610612747,1610612759,1,46.0
239,1610612737,1610612761,1,46.0
240,1610612755,1610612750,0,46.0
241,1610612757,1610612762,0,46.0
242,1610612746,1610612759,1,46.0
243,1610612764,1610612748,1,46.0
244,1610612739,1610612766,1,46.0
245,1610612755,1610612749,1,46.0
246,1610612741,1610612753,0,46.0
247,1610612745,1610612754,0,46.0
248,1610612763,1610612760,1,46.0
249,1610612742,1610612743,1,46.0
250,1610612740,1610612738,0,46.0
251,1610612762,1610612756,1,46.0
252,1610612744,1610612752,1,46.0
253,1610612747,1610612765,1,46.0
254,1610612757,1610612751,0,46.0
255,1610612758,1610612759,1,46.0
256,1610612746,1610612765,1,46.0
257,1610612766,1610612754,0,46.0
258,1610612753,1610612750,0,46.0
259,1610612764,1610612760,0,46.0
260,1610612737,1610612738,0,46.0
261,1610612761,1610612748,1,46.0
262,1610612749,1610612739,1,46.0
263,1610612740,1610612741,1,46.0
264,1610612742,1610612745,0,46.0
265,1610612743,1610612752,0,46.0
266,1610612756,1610612744,1,46.0
267,1610612740,1610612763,1,46.0
268,1610612742,1610612746,1,46.0
269,1610612762,1610612752,0,46.0
270,1610612757,1610612759,1,46.0
271,1610612758,1610612751,1,46.0
272,1610612765,1610612761,0,46.0
273,1610612753,1610612766,0,46.0
274,1610612738,1610612760,1,46.0
275,1610612748,1610612756,1,46.0
276,1610612745,1610612746,0,46.0
277,1610612749,1610612737,0,46.0
278,1610612744,1610612759,1,46.0
279,1610612752,1610612760,0,45.0
280,1610612739,1610612750,0,45.0
281,1610612764,1610612763,1,45.0
282,1610612755,1610612762,1,45.0
283,1610612741,1610612743,0,45.0
284,1610612758,1610612744,1,45.0
285,1610612747,1610612751,1,45.0
286,1610612746,1610612751,0,45.0
287,1610612764,1610612762,1,45.0
288,1610612765,1610612738,0,45.0
289,1610612754,1610612761,1,45.0
290,1610612755,1610612737,1,45.0
291,1610612748,1610612766,1,45.0
292,1610612742,1610612757,1,45.0
293,1610612740,1610612745,1,45.0
294,1610612738,1610612743,1,45.0
295,1610612753,1610612756,1,45.0
296,1610612752,1610612765,1,45.0
297,1610612760,1610612761,1,45.0
298,1610612759,1610612749,1,45.0
299,1610612763,1610612750,1,45.0
300,1610612744,1610612739,1,45.0
301,1610612747,1610612758,0,45.0
302,1610612764,1610612742,1,45.0
303,1610612737,1610612755,1,45.0
304,1610612748,1610612766,1,45.0
305,1610612740,1610612757,0,45.0
306,1610612753,1610612742,1,45.0
307,1610612766,1610612757,0,45.0
308,1610612754,1610612743,0,45.0
309,1610612737,1610612762,0,45.0
310,1610612738,1610612765,1,45.0
311,1610612751,1610612752,1,45.0
312,1610612761,1610612745,1,45.0
313,1610612741,1610612740,0,45.0
314,1610612750,1610612756,0,45.0
315,1610612760,1610612749,0,45.0
316,1610612759,1610612763,0,45.0
317,1610612746,1610612747,1,45.0
318,1610612758,1610612739,1,45.0
319,1610612766,1610612764,0,45.0
320,1610612753,1610612745,0,45.0
321,1610612765,1610612760,1,45.0
322,1610612754,1610612740,1,45.0
323,1610612755,1610612756,1,45.0
324,1610612737,1610612749,1,45.0
325,1610612748,1610612757,0,45.0
326,1610612741,1610612761,1,45.0
327,1610612763,1610612738,0,45.0
328,1610612750,1610612752,0,45.0
329,1610612759,1610612743,0,45.0
330,1610612742,1610612751,1,45.0
331,1610612744,1610612758,1,45.0
332,1610612762,1610612747,1,45.0
333,1610612746,1610612739,1,45.0
334,1610612747,1610612739,0,44.0
335,1610612761,1610612741,1,44.0
336,1610612763,1610612764,1,44.0
337,1610612746,1610612762,0,44.0
338,1610612753,1610612758,0,44.0
339,1610612766,1610612751,0,44.0
340,1610612737,1610612740,1,44.0
341,1610612752,1610612738,0,44.0
342,1610612749,1610612760,1,44.0
343,1610612750,1610612745,1,44.0
344,1610612743,1610612759,1,44.0
345,1610612756,1610612757,1,44.0
346,1610612765,1610612739,0,44.0
347,1610612754,1610612748,1,44.0
348,1610612755,1610612752,0,44.0
349,1610612764,1610612751,0,44.0
350,1610612738,1610612741,1,44.0
351,1610612763,1610612766,1,44.0
352,1610612759,1610612746,0,44.0
353,1610612742,1610612761,1,44.0
354,1610612740,1610612744,1,44.0
355,1610612750,1610612749,0,44.0
356,1610612756,1610612757,0,44.0
357,1610612747,1610612762,0,44.0
358,1610612753,1610612744,1,44.0
359,1610612760,1610612743,0,44.0
360,1610612755,1610612764,0,44.0
361,1610612739,1610612738,1,44.0
362,1610612748,1610612758,1,44.0
363,1610612752,1610612737,0,44.0
364,1610612741,1610612766,1,44.0
365,1610612745,1610612746,0,44.0
366,1610612749,1610612765,1,44.0
367,1610612759,1610612761,0,44.0
368,1610612742,1610612762,1,44.0
369,1610612757,1610612763,0,44.0
370,1610612747,1610612740,1,44.0
371,1610612751,1610612741,0,44.0
372,1610612748,1610612744,1,44.0
373,1610612760,1610612753,1,44.0
374,1610612756,1610612750,1,44.0
375,1610612766,1610612758,0,44.0
376,1610612764,1610612755,0,44.0
377,1610612751,1610612754,1,44.0
378,1610612761,1610612737,1,44.0
379,1610612749,1610612765,1,44.0
380,1610612762,1610612763,1,44.0
381,1610612746,1610612745,1,44.0
382,1610612746,1610612740,0,43.0
383,1610612738,1610612764,1,43.0
384,1610612739,1610612752,1,43.0
385,1610612765,1610612744,1,43.0
386,1610612759,1610612750,1,43.0
387,1610612742,1610612753,1,43.0
388,1610612756,1610612745,1,43.0
389,1610612747,1610612743,1,43.0
390,1610612758,1610612748,1,43.0
391,1610612766,1610612744,1,43.0
392,1610612751,1610612754,0,43.0
393,1610612741,1610612755,0,43.0
394,1610612749,1610612737,1,43.0
395,1610612742,1610612760,0,43.0
396,1610612762,1610612763,1,43.0
397,1610612765,1610612737,0,43.0
398,1610612753,1610612766,1,43.0
399,1610612738,1610612739,0,43.0
400,1610612761,1610612755,0,43.0
401,1610612764,1610612754,0,43.0
402,1610612749,1610612752,1,43.0
403,1610612750,1610612747,1,43.0
404,1610612759,1610612741,1,43.0
405,1610612743,1610612762,1,43.0
406,1610612756,1610612740,1,43.0
407,1610612757,1610612745,1,43.0
408,1610612751,1610612742,0,43.0
409,1610612760,1610612746,1,43.0
410,1610612744,1610612748,1,43.0
411,1610612758,1610612763,0,43.0
412,1610612739,1610612753,1,43.0
413,1610612765,1610612737,0,43.0
414,1610612752,1610612766,1,43.0
415,1610612761,1610612755,1,43.0
416,1610612749,1610612751,1,43.0
417,1610612741,1610612754,1,43.0
418,1610612750,1610612759,1,43.0
419,1610612762,1610612745,1,43.0
420,1610612743,1610612747,1,43.0
421,1610612757,1610612748,0,43.0
422,1610612764,1610612765,1,43.0
423,1610612740,1610612742,1,43.0
424,1610612760,1610612746,1,43.0
425,1610612756,1610612744,1,43.0
426,1610612755,1610612754,1,43.0
427,1610612748,1610612761,0,43.0
428,1610612752,1610612753,1,43.0
429,1610612741,1610612738,1,43.0
430,1610612745,1610612762,1,43.0
431,1610612763,1610612751,1,43.0
432,1610612750,1610612759,0,43.0
433,1610612757,1610612743,1,43.0
434,1610612747,1610612757,0,42.0
435,1610612737,1610612766,0,42.0
436,1610612739,1610612764,1,42.0
437,1610612740,1610612762,0,42.0
438,1610612760,1610612750,0,42.0
439,1610612744,1610612758,1,42.0
440,1610612746,1610612756,0,42.0
441,1610612755,1610612759,0,42.0
442,1610612754,1610612765,1,42.0
443,1610612753,1610612738,0,42.0
444,1610612748,1610612761,1,42.0
445,1610612741,1610612739,0,42.0
446,1610612749,1610612745,1,42.0
447,1610612742,1610612763,1,42.0
448,1610612743,1610612760,1,42.0
449,1610612758,1610612746,0,42.0
450,1610612766,1610612740,0,42.0
451,1610612754,1610612759,0,42.0
452,1610612764,1610612741,1,42.0
453,1610612737,1610612753,1,42.0
454,1610612751,1610612761,1,42.0
455,1610612748,1610612738,0,42.0
456,1610612752,1610612765,1,42.0
457,1610612745,1610612763,0,42.0
458,1610612750,1610612762,0,42.0
459,1610612744,1610612743,0,42.0
460,1610612757,1610612756,1,42.0
461,1610612755,1610612749,0,42.0
462,1610612747,1610612746,0,42.0
463,1610612765,1610612753,1,42.0
464,1610612754,1610612764,0,42.0
465,1610612737,1610612745,1,42.0
466,1610612751,1610612740,0,42.0
467,1610612748,1610612741,0,42.0
468,1610612761,1610612739,1,42.0
469,1610612763,1610612752,1,42.0
470,1610612750,1610612760,1,42.0
471,1610612759,1610612766,0,42.0
472,1610612762,1610612743,1,42.0
473,1610612756,1610612742,1,42.0
474,1610612758,1610612757,0,42.0
475,1610612738,1610612755,1,42.0
476,1610612744,1610612747,1,42.0
477,1610612754,1610612745,0,41.0
478,1610612753,1610612739,1,41.0
479,1610612761,1610612738,1,41.0
480,1610612752,1610612764,1,41.0
481,1610612750,1610612751,0,41.0
482,1610612740,1610612737,1,41.0
483,1610612762,1610612742,0,41.0
484,1610612744,1610612743,0,41.0
485,1610612758,1610612747,1,41.0
486,1610612765,1610612763,0,41.0
487,1610612759,1610612760,0,41.0
488,1610612739,1610612737,1,41.0
489,1610612754,1610612752,1,41.0
490,1610612755,1610612766,1,41.0
491,1610612748,1610612740,1,41.0
492,1610612749,1610612751,0,41.0
493,1610612747,1610612750,0,41.0
494,1610612756,1610612758,0,41.0
495,1610612746,1610612743,0,41.0
496,1610612765,1610612760,0,41.0
497,1610612753,1610612763,1,41.0
498,1610612741,1610612749,1,41.0
499,1610612762,1610612759,0,41.0
500,1610612744,1610612757,1,41.0
501,1610612766,1610612764,0,41.0
502,1610612739,1610612755,0,41.0
503,1610612748,1610612745,1,41.0
504,1610612743,1610612756,1,41.0
505,1610612761,1610612741,0,40.0
506,1610612759,1610612740,0,40.0
507,1610612744,1610612747,0,40.0
508,1610612758,1610612757,1,40.0
509,1610612746,1610612750,0,40.0
510,1610612749,1610612737,0,40.0
511,1610612766,1610612738,0,40.0
512,1610612752,1610612754,1,40.0
513,1610612741,1610612743,1,40.0
514,1610612745,1610612761,1,40.0
515,1610612763,1610612748,0,40.0
516,1610612740,1610612765,1,40.0
517,1610612742,1610612753,0,40.0
518,1610612737,1610612749,1,40.0
519,1610612751,1610612748,0,40.0
520,1610612759,1610612753,0,40.0
521,1610612747,1610612750,0,40.0
522,1610612766,1610612754,0,40.0
523,1610612755,1610612739,1,40.0
524,1610612738,1610612761,0,40.0
525,1610612760,1610612742,0,40.0
526,1610612747,1610612756,0,40.0
527,1610612752,1610612765,1,40.0
528,1610612748,1610612750,0,40.0
529,1610612741,1610612740,0,40.0
530,1610612757,1610612762,0,40.0
531,1610612751,1610612755,0,40.0
532,1610612763,1610612753,1,40.0
533,1610612743,1610612760,0,40.0
534,1610612747,1610612758,0,40.0
535,1610612746,1610612757,1,40.0
536,1610612744,1610612764,1,39.0
537,1610612738,1610612766,1,39.0
538,1610612761,1610612762,1,39.0
539,1610612745,1610612759,1,39.0
540,1610612749,1610612763,0,39.0
541,1610612764,1610612744,0,39.0
542,1610612738,1610612744,0,24.0
543,1610612744,1610612738,1,24.0
544,1610612738,1610612744,0,23.0
545,1610612738,1610612744,1,23.0
546,1610612744,1610612738,1,22.0
547,1610612744,1610612738,0,22.0
548,1610612748,1610612738,0,21.0
549,1610612738,1610612748,0,21.0
550,1610612744,1610612742,1,21.0
551,1610612748,1610612738,0,21.0
552,1610612742,1610612744,1,21.0
553,1610612738,1610612748,1,21.0
554,1610612742,1610612744,0,20.0
555,1610612738,1610612748,0,20.0
556,1610612744,1610612742,1,20.0
557,1610612748,1610612738,0,20.0
558,1610612744,1610612742,1,20.0
559,1610612748,1610612738,1,20.0
560,1610612738,1610612749,1,19.0
561,1610612756,1610612742,0,19.0
562,1610612749,1610612738,0,19.0
563,1610612744,1610612763,1,19.0
564,1610612755,1610612748,0,19.0
565,1610612742,1610612756,1,19.0
566,1610612738,1610612749,0,19.0
567,1610612763,1610612744,1,19.0
568,1610612748,1610612755,1,19.0
569,1610612756,1610612742,1,19.0
570,1610612749,1610612738,0,19.0
571,1610612744,1610612763,1,19.0
572,1610612742,1610612756,1,18.0
573,1610612755,1610612748,1,18.0
574,1610612749,1610612738,1,18.0
575,1610612744,1610612763,1,18.0
576,1610612755,1610612748,1,18.0
577,1610612742,1610612756,1,18.0
578,1610612748,1610612755,1,18.0
579,1610612756,1610612742,1,18.0
580,1610612738,1610612749,1,18.0
581,1610612763,1610612744,1,18.0
582,1610612748,1610612755,1,18.0
583,1610612756,1610612742,1,18.0
584,1610612738,1610612749,0,17.0
585,1610612763,1610612744,0,17.0
586,1610612750,1610612763,0,17.0
587,1610612761,1610612755,0,17.0
588,1610612740,1610612756,0,17.0
589,1610612762,1610612742,0,17.0
590,1610612749,1610612741,1,17.0
591,1610612744,1610612743,1,17.0
592,1610612748,1610612737,1,17.0
593,1610612763,1610612750,1,17.0
594,1610612756,1610612740,1,17.0
595,1610612751,1610612738,0,17.0
596,1610612755,1610612761,0,17.0
597,1610612742,1610612762,1,17.0
598,1610612741,1610612749,0,16.0
599,1610612743,1610612744,1,16.0
600,1610612737,1610612748,0,16.0
601,1610612740,1610612756,1,16.0
602,1610612761,1610612755,1,16.0
603,1610612762,1610612742,1,16.0
604,1610612751,1610612738,0,16.0
605,1610612750,1610612763,1,16.0
606,1610612737,1610612748,1,16.0
607,1610612741,1610612749,0,16.0
608,1610612740,1610612756,0,16.0
609,1610612750,1610612763,0,16.0
610,1610612762,1610612742,0,16.0
611,1610612743,1610612744,0,16.0
612,1610612738,1610612751,1,16.0
613,1610612761,1610612755,0,16.0
614,1610612749,1610612741,0,16.0
615,1610612748,1610612737,1,16.0
616,1610612763,1610612750,1,16.0
617,1610612756,1610612740,0,16.0
618,1610612755,1610612761,1,16.0
619,1610612742,1610612762,1,16.0
620,1610612744,1610612743,1,16.0
621,1610612748,1610612737,1,15.0
622,1610612738,1610612751,1,15.0
623,1610612749,1610612741,1,15.0
624,1610612756,1610612740,1,15.0
625,1610612742,1610612762,0,15.0
626,1610612763,1610612750,0,15.0
627,1610612755,1610612761,1,15.0
628,1610612744,1610612743,1,15.0
629,1610612739,1610612737,0,15.0
630,1610612746,1610612740,0,15.0
631,1610612737,1610612766,1,15.0
632,1610612740,1610612759,1,15.0
633,1610612751,1610612739,1,15.0
634,1610612750,1610612746,1,15.0
635,1610612751,1610612754,1,14.0
636,1610612766,1610612764,1,14.0
637,1610612739,1610612749,1,14.0
638,1610612745,1610612737,0,14.0
639,1610612763,1610612738,0,14.0
640,1610612752,1610612761,1,14.0
641,1610612753,1610612748,1,14.0
642,1610612755,1610612765,1,14.0
643,1610612750,1610612741,0,14.0
644,1610612742,1610612759,1,14.0
645,1610612743,1610612747,0,14.0
646,1610612746,1610612760,1,14.0
647,1610612740,1610612744,0,14.0
648,1610612756,1610612758,0,14.0
649,1610612757,1610612762,0,14.0
650,1610612755,1610612754,1,14.0
651,1610612763,1610612740,1,14.0
652,1610612759,1610612744,0,14.0
653,1610612746,1610612758,1,14.0
654,1610612765,1610612749,0,14.0
655,1610612764,1610612752,0,14.0
656,1610612751,1610612739,1,14.0
657,1610612761,1610612745,1,14.0
658,1610612748,1610612737,1,14.0
659,1610612741,1610612766,0,14.0
660,1610612742,1610612757,1,14.0
661,1610612762,1610612756,0,14.0
662,1610612747,1610612760,1,14.0
663,1610612766,1610612753,1,14.0
664,1610612761,1610612755,1,14.0
665,1610612749,1610612738,1,14.0
666,1610612750,1610612759,1,14.0
667,1610612740,1610612757,1,14.0
668,1610612743,1610612763,1,14.0
669,1610612744,1610612747,1,14.0
670,1610612765,1610612742,0,14.0
671,1610612752,1610612751,0,14.0
672,1610612737,1610612764,1,14.0
673,1610612741,1610612738,0,14.0
674,1610612762,1610612760,1,14.0
675,1610612746,1610612756,1,14.0
676,1610612754,1610612755,0,14.0
677,1610612753,1610612739,1,14.0
678,1610612751,1610612745,1,14.0
679,1610612748,1610612766,1,14.0
680,1610612761,1610612737,1,14.0
681,1610612741,1610612749,0,14.0
682,1610612750,1610612764,0,14.0
683,1610612760,1610612757,1,14.0
684,1610612743,1610612759,0,14.0
685,1610612762,1610612763,1,14.0
686,1610612758,1610612740,0,14.0
687,1610612756,1610612747,1,14.0
688,1610612738,1610612764,1,13.0
689,1610612749,1610612742,0,13.0
690,1610612747,1610612743,0,13.0
691,1610612754,1610612765,0,13.0
692,1610612739,1610612755,0,13.0
693,1610612753,1610612752,0,13.0
694,1610612761,1610612748,0,13.0
695,1610612745,1610612750,0,13.0
696,1610612760,1610612756,1,13.0
697,1610612759,1610612757,1,13.0
698,1610612758,1610612744,0,13.0
699,1610612746,1610612740,1,13.0
700,1610612755,1610612766,1,13.0
701,1610612752,1610612739,0,13.0
702,1610612737,1610612751,1,13.0
703,1610612741,1610612748,0,13.0
704,1610612744,1610612762,1,13.0
705,1610612753,1610612761,0,13.0
706,1610612764,1610612742,1,13.0
707,1610612738,1610612754,1,13.0
708,1610612745,1610612758,0,13.0
709,1610612763,1610612756,1,13.0
710,1610612749,1610612746,0,13.0
711,1610612760,1610612765,0,13.0
712,1610612759,1610612757,1,13.0
713,1610612743,1610612750,0,13.0
714,1610612747,1610612740,0,13.0
715,1610612765,1610612755,1,13.0
716,1610612737,1610612739,1,13.0
717,1610612751,1610612749,0,13.0
718,1610612741,1610612746,1,13.0
719,1610612762,1610612747,1,13.0
720,1610612739,1610612742,0,13.0
721,1610612754,1610612743,0,13.0
722,1610612764,1610612753,1,13.0
723,1610612738,1610612748,0,13.0
724,1610612752,1610612766,0,13.0
725,1610612761,1610612750,1,13.0
726,1610612745,1610612758,0,13.0
727,1610612760,1610612737,0,13.0
728,1610612759,1610612763,0,13.0
729,1610612744,1610612756,0,13.0
730,1610612757,1610612740,0,13.0
731,1610612755,1610612749,0,13.0
732,1610612764,1610612741,0,13.0
733,1610612751,1610612765,1,13.0
734,1610612742,1610612747,1,13.0
735,1610612746,1610612762,1,13.0
736,1610612766,1610612743,0,13.0
737,1610612739,1610612753,1,13.0
738,1610612754,1610612737,0,13.0
739,1610612748,1610612758,1,13.0
740,1610612752,1610612741,1,13.0
741,1610612761,1610612738,1,13.0
742,1610612745,1610612759,0,13.0
743,1610612763,1610612744,1,13.0
744,1610612757,1610612760,0,13.0
745,1610612765,1610612752,0,12.0
746,1610612738,1610612750,1,12.0
747,1610612764,1610612744,1,12.0
748,1610612756,1610612755,1,12.0
749,1610612740,1610612747,1,12.0
750,1610612751,1610612766,0,12.0
751,1610612742,1610612762,1,12.0
752,1610612740,1610612759,0,12.0
753,1610612753,1610612758,0,12.0
754,1610612761,1610612754,1,12.0
755,1610612739,1610612741,0,12.0
756,1610612748,1610612751,0,12.0
757,1610612763,1610612749,1,12.0
758,1610612743,1610612760,1,12.0
759,1610612757,1610612745,0,12.0
760,1610612766,1610612762,1,12.0
761,1610612765,1610612764,0,12.0
762,1610612737,1610612744,1,12.0
763,1610612748,1610612752,0,12.0
764,1610612750,1610612742,1,12.0
765,1610612757,1610612745,0,12.0
766,1610612746,1610612755,0,12.0
767,1610612761,1610612739,1,12.0
768,1610612763,1610612754,1,12.0
769,1610612749,1610612764,1,12.0
770,1610612740,1610612741,1,12.0
771,1610612743,1610612756,0,12.0
