,GAME_ID,HOME_TEAM_ID,PLAYER_ID,SEC
14,22200477,1610612740.0,1630530.0,1667.0
15,22200477,1610612740.0,1630230.0,1486.0
16,22200477,1610612740.0,202685.0,1550.0
17,22200477,1610612740.0,1630529.0,2066.0
18,22200477,1610612740.0,203468.0,2231.0
19,22200477,1610612740.0,1626195.0,1330.0
20,22200477,1610612740.0,1630700.0,1180.0
21,22200477,1610612740.0,1630631.0,1495.0
22,22200477,1610612740.0,1629637.0,746.0
23,22200477,1610612740.0,1628984.0,530.0
24,22200477,1610612740.0,202066.0,119.0
37,22200478,1610612762.0,1628374.0,1755.0
38,22200478,1610612762.0,1629020.0,1702.0
39,22200478,1610612762.0,1631117.0,1943.0
40,22200478,1610612762.0,203903.0,1787.0
41,22200478,1610612762.0,201144.0,1634.0
42,22200478,1610612762.0,1629012.0,1039.0
43,22200478,1610612762.0,200752.0,864.0
44,22200478,1610612762.0,1627736.0,1549.0
45,22200478,1610612762.0,1629638.0,1297.0
46,22200478,1610612762.0,1630195.0,166.0
47,22200478,1610612762.0,1630534.0,166.0
48,22200478,1610612762.0,1631323.0,166.0
49,22200478,1610612762.0,1628962.0,166.0
50,22200478,1610612762.0,1629659.0,166.0
51,22200478,1610612762.0,1630695.0,0.0
66,22200466,1610612739.0,1630171.0,1513.0
67,22200466,1610612739.0,1630596.0,1381.0
68,22200466,1610612739.0,1628386.0,2386.0
69,22200466,1610612739.0,1628378.0,2205.0
70,22200466,1610612739.0,1629636.0,2211.0
71,22200466,1610612739.0,201567.0,1748.0
72,22200466,1610612739.0,1627747.0,1937.0
73,22200466,1610612739.0,1626224.0,1019.0
74,22200466,1610612739.0,1629603.0,0.0
75,22200466,1610612739.0,201577.0,0.0
76,22200466,1610612739.0,203526.0,0.0
90,22200467,1610612755.0,202699.0,1268.0
91,22200467,1610612755.0,200782.0,1267.0
92,22200467,1610612755.0,203954.0,2051.0
93,22200467,1610612755.0,1629001.0,1439.0
94,22200467,1610612755.0,201935.0,1954.0
95,22200467,1610612755.0,1627777.0,1593.0
96,22200467,1610612755.0,1626149.0,570.0
97,22200467,1610612755.0,1629680.0,782.0
98,22200467,1610612755.0,1629003.0,1932.0
99,22200467,1610612755.0,1627863.0,1072.0
100,22200467,1610612755.0,1630194.0,259.0
101,22200467,1610612755.0,1627788.0,213.0
113,22200468,1610612737.0,1629631.0,2266.0
114,22200468,1610612737.0,1628381.0,1274.0
115,22200468,1610612737.0,1630168.0,2410.0
116,22200468,1610612737.0,1627749.0,2399.0
117,22200468,1610612737.0,1629027.0,2286.0
118,22200468,1610612737.0,203992.0,1796.0
119,22200468,1610612737.0,1631100.0,1283.0
120,22200468,1610612737.0,1628988.0,159.0
121,22200468,1610612737.0,1626163.0,284.0
122,22200468,1610612737.0,1630552.0,243.0
123,22200468,1610612737.0,1630235.0,0.0
124,22200468,1610612737.0,203200.0,0.0
125,22200468,1610612737.0,1630249.0,0.0
126,22200468,1610612737.0,1631213.0,0.0
140,22200469,1610612738.0,1627759.0,2173.0
141,22200469,1610612738.0,1628369.0,2463.0
142,22200469,1610612738.0,201143.0,1698.0
143,22200469,1610612738.0,1628401.0,1586.0
144,22200469,1610612738.0,1630202.0,1043.0
145,22200469,1610612738.0,1630573.0,1063.0
146,22200469,1610612738.0,1629684.0,954.0
147,22200469,1610612738.0,1627763.0,1782.0
148,22200469,1610612738.0,1629057.0,1338.0
149,22200469,1610612738.0,1628436.0,301.0
150,22200469,1610612738.0,201933.0,0.0
151,22200469,1610612738.0,1628382.0,0.0
152,22200469,1610612738.0,203943.0,0.0
164,22200470,1610612751.0,201142.0,1746.0
165,22200470,1610612751.0,1626220.0,1610.0
166,22200470,1610612751.0,1629651.0,1530.0
167,22200470,1610612751.0,203925.0,1131.0
168,22200470,1610612751.0,1627732.0,1117.0
169,22200470,1610612751.0,1628410.0,1593.0
170,22200470,1610612751.0,203552.0,1113.0
171,22200470,1610612751.0,203933.0,1302.0
172,22200470,1610612751.0,1629139.0,1174.0
173,22200470,1610612751.0,1630560.0,538.0
174,22200470,1610612751.0,201988.0,773.0
175,22200470,1610612751.0,202693.0,773.0
176,22200470,1610612751.0,202681.0,0.0
189,22200471,1610612752.0,1629628.0,2737.0
190,22200471,1610612752.0,203944.0,2406.0
191,22200471,1610612752.0,1629011.0,1509.0
192,22200471,1610612752.0,1628973.0,2369.0
193,22200471,1610612752.0,1630193.0,2078.0
194,22200471,1610612752.0,1630540.0,840.0
195,22200471,1610612752.0,1628392.0,1371.0
196,22200471,1610612752.0,1630579.0,617.0
197,22200471,1610612752.0,201565.0,473.0
198,22200471,1610612752.0,1627853.0,0.0
199,22200471,1610612752.0,203095.0,0.0
200,22200471,1610612752.0,1629656.0,0.0
201,22200471,1610612752.0,1629004.0,0.0
202,22200471,1610612752.0,1629629.0,0.0
215,22200472,1610612745.0,201569.0,1938.0
216,22200472,1610612745.0,1631095.0,1664.0
217,22200472,1610612745.0,1630578.0,1902.0
218,22200472,1610612745.0,1630224.0,2128.0
219,22200472,1610612745.0,1629645.0,2128.0
220,22200472,1610612745.0,1630231.0,1694.0
221,22200472,1610612745.0,1630586.0,756.0
222,22200472,1610612745.0,1631106.0,1234.0
223,22200472,1610612745.0,1630227.0,752.0
224,22200472,1610612745.0,1628981.0,204.0
225,22200472,1610612745.0,1626246.0,0.0
226,22200472,1610612745.0,1631102.0,0.0
238,22200473,1610612750.0,1630162.0,2269.0
239,22200473,1610612750.0,1630183.0,1944.0
240,22200473,1610612750.0,203497.0,2292.0
241,22200473,1610612750.0,203085.0,2164.0
242,22200473,1610612750.0,1626156.0,2268.0
243,22200473,1610612750.0,1629675.0,753.0
244,22200473,1610612750.0,1629669.0,1571.0
245,22200473,1610612750.0,1627854.0,857.0
246,22200473,1610612750.0,1631111.0,282.0
