GAME_ID,VISITOR_TEAM_ID,VISITOR_P1,VISITOR_P2,VISITOR_P3,VISITOR_P4,VISITOR_P5,VISITOR_P6,VISITOR_P7,VISITOR_P8,VISITOR_P9
12200013,1610612757,203924,1629014,1628404,203081,203994,1630553,1626159,1631101,1629642
12200014,1610612765,1631105,1630180,1630595,1631093,202711,1630191,1630587,1628963,1630165
12200015,1610612750,203937,1629669,1630162,203085,1627752,1630183,1629675,1627854,1630233
12200016,1610612740,1629637,1630700,1630631,1628984,202066,1630230,1626195,1629627,203468
12200017,1610612762,203482,203903,1628374,1629020,201144,1629012,1631117,1629659,1626169
12200018,1610612754,1630188,1630537,1630169,1627741,1631097,1626167,1630543,1630678,1631112
12200019,1610612739,1629731,1628378,1630171,1630612,1630600,1628386,1626224,201567,1629636
12200020,1610612761,1629018,1630567,1628384,1627783,1630173,1627832,1628367,1628449,203920
12200021,1610612742,1626174,1630702,1630182,1630593,203939,1627827,203493,203915,1629033
12200022,1610612756,1627814,101108,1629028,1626164,1629013,1628969,1627789,203967,1630688
12200023,1610612749,201950,1628960,1626171,1628975,201572,203507,1626192,201586,201588
12200024,1610612748,1631288,1628389,1629622,200768,1629130,1629312,1630696,1630585,202710
12200026,1610612753,1630175,1630532,203082,1631094,1628976,1630181,1630591,1628964,1629643
12200028,1610612750,1630162,1630183,1626156,1629675,203497,1629669,1629162,1627752,1627854
12200029,1610612738,203943,1629684,1630202,1627759,1630573,1628401,1628382,201933,1627774
12200030,1610612754,1630169,1630537,1630188,1627741,1630678,1631097,1626167,1629048,204456
12200031,1610612743,201599,1629008,203932,1630538,1628971,203484,1630192,1628432,201145
12200032,1610612761,1627783,1629018,1628384,1630567,1628449,1630625,1630173,1631132,1628367
12200033,1610612748,1631123,1631288,1629130,1631115,1629216,1629312,1631107,1630585,1630696
12200034,1610612765,1631093,1630180,1630191,1630165,202711,1630595,1630296,1628963,1630587
12200035,1610612753,1630175,1631216,203082,1629643,1631094,1628976,1630181,1630284,1628964
12200036,1610612737,1631213,1631100,203991,1629631,1629027,1628381,1628988,1630168,1630623
12200037,1610612741,1629632,1630245,201942,202696,203897,1630172,1627936,1627884,1629750
12200039,1610612740,1630530,1629627,1630529,202685,1630631,1630230,1628984,1631342,1626195
12200040,1610612747,1631108,1630559,1629134,1629022,1629308,203076,1630346,1631306,1629117
12200041,1610612757,1629014,203081,203924,1628404,203994,1630553,1629642,1630846,1631101
12200042,1610612750,1630162,1630183,1626157,1626156,1629675,1627752,1629669,1629162,1627854
12200043,1610612764,1628398,203115,1629060,1626153,1629655,1628420,1630692,1630264,204001
12200044,1610612755,202699,1630178,201935,200782,1629001,1630194,1629003,1627777,1627863
12200045,1610612745,1629645,1631106,1630224,1630231,1629726,1630528,1628981,1630578,1631102
12200046,1610612756,101108,1626164,1629028,1628969,1627814,1629111,1628470,1627789,1630613
12200047,1610612760,1629647,1631114,1630197,1630581,1629652,1630544,1631172,1630526,1630598
12200048,1610612763,1630217,1629630,1628415,203500,1629723,1630583,1629634,1631223,1631222
12200049,1610612749,1630699,1629716,1630572,1629670,1629623,1631260,1630492,1628975,1626171
12200050,1610612759,1630170,1629640,1627751,1631110,1630200,1630563,1628966,203926,1629641
12200051,1610612757,1631101,1629642,1630553,1628404,1629014,203924,203994,1631133,1630627
12200052,1610612737,1629027,1627749,1629631,1628381,1631100,203991,1630552,1630168,203200
12200053,1610612752,1628973,1629628,203944,1630193,203095,1629011,1628392,1630167,1629629
12200054,1610612766,1630550,1626179,202330,1629667,1630208,1630547,1628372,203486,1631121
12200055,1610612740,1630529,1626195,1630530,1630230,1628984,1630631,203468,1629597,1631342
12200056,1610612751,202681,201142,1627732,1626220,1629651,201988,1630549,1630560,202693
12200057,1610612750,1629675,1630162,1626156,1630183,1629669,203937,1627854,203085,1630233
12200058,1610612758,203084,1627734,1628368,1626168,1628989,1628370,1629056,1630558,203458
12200059,1610612743,1631128,1628427,1630192,202397,1628432,1631298,1631212,1629008,203932
12200060,1610612763,1631223,1629630,1630583,1630217,1631222,1628415,1629723,1629634,203500
12200061,1610612760,1631114,1630544,1631172,1631119,1630581,1629647,1630526,1630197,1629652
12200062,1610612745,1630231,1630224,1629645,1630578,1630528,1631106,1631102,201569,1630586
12200063,1610612739,1627747,1630171,203526,1626224,1630600,1630612,1630205,1630536,1630596
12200064,1610612738,1627759,203935,1629684,1628369,201143,1628401,1630573,1630202,1627763
12200065,1610612764,203078,1629060,1628398,1629655,1628420,1626153,203115,201959,1631098
12200066,1610612751,201142,1626220,202681,1630549,1629651,201988,202693,1630560,1627732
12200067,1610612737,1630552,1628988,1630168,203200,1629027,1627749,1626163,1631213,1631100
12200068,1610612742,1629029,203493,203915,203501,1627827,1626174,1628467,1630182,201580
12200069,1610612743,1628971,203932,1629008,203484,1628432,203999,201145,1631128,201599
12200070,1610612747,1630559,1631108,201976,2544,1631306,1627885,1629308,1629117,1627745
22100001,1610612751,203925,201935,201142,201988,1629651,201933,201949,1628975,200746
22100002,1610612744,201939,203110,1627814,202357,203952,1629673,2738,1626172,1629308
22100003,1610612754,1627763,1627734,1630537,1628470,1626167,203200,203087,204456,1629048
22100004,1610612741,201942,202696,203897,1628366,1630172,1627936,1629750,1628993,1630245
22100005,1610612738,1627759,203935,1629057,1628369,203471,1629684,1629641,1630174,1630202
22100006,1610612764,1628398,203078,203484,203915,1626149,203526,1629655,1630166,202722
22100007,1610612739,1630596,1629636,1628374,1629012,1628386,201937,1630171,201567,1626224
22100008,1610612745,1630224,1626174,1629645,201569,1630256,1628464,1630578,1628021,201571
22100009,1610612755,1630178,202699,203552,1629680,203954,1627788,203083,201980,1627777
22100010,1610612753,1630532,1630591,1630175,203082,1628964,1630181,1629649,1628976,1629021
22100011,1610612760,1628983,1629647,1629652,1630581,1630177,202324,1629026,1630197,1630544
22100012,1610612743,203999,1629008,203115,203932,1628420,1628408,1630267,201145,203210
22100013,1610612758,203084,1628368,1627741,1626158,1630169,1630558,203090,202684,1629056
22100014,1610612742,1629029,204001,1627827,203501,1628973,203939,1628467,203493,1626161
22100015,1610612749,1628960,1629620,1630572,1626192,1629670,203114,203507,201588,203648
22100016,1610612746,1629611,202704,202331,202339,202694,1628379,1627826,1629599,1626159
22100017,1610612766,1628970,202330,1630163,1626162,1629023,1626179,203486,1628998,202397
22100018,1610612752,203944,1629011,203095,1629628,201565,1630167,202689,1630193,202692
22100019,1610612754,1630537,1627763,1626167,1627734,203087,204456,203200,1628470,1629052
22100020,1610612761,1627832,1630567,1628384,1629018,1630173,203920,1628449,1629004,201609
22100021,1610612751,201935,201142,203925,201988,1628975,200746,201933,1629651,200794
22100022,1610612740,1627742,202685,1629638,1628984,1630529,1630530,1629637,1630230,1630184
22100023,1610612760,1629652,1628983,1629026,1630526,1630581,1629647,1630197,1630177,1629660
22100024,1610612759,1629640,1628401,1627749,203926,1627751,1629022,1630170,1629234,1627854
22100025,1610612756,1628969,203109,1626164,1629028,101108,1629661,1626166,1629013,201580
22100026,1610612762,1628378,202711,1626220,203497,201144,203903,202355,1629672,1630235
22100027,1610612737,1629027,1629631,1629629,203991,203992,1628381,1628989,203476,203524
22100028,1610612748,1629639,202710,1628389,1629130,200782,1629216,202693,1629622,203473
22100029,1610612742,203501,1629029,1627827,204001,203939,1628973,1628467,203493,1628425
22100030,1610612765,1630180,203924,1630191,202709,1628402,1630165,1626168,203482,1628367
22100031,1610612740,1627742,202685,1629638,1628984,1630529,1630530,202066,1629637,1630184
22100032,1610612749,1626192,203114,203507,1628960,201950,201588,203648,1629670,1629620
22100033,1610612756,1626164,1629028,1628969,101108,203901,203109,1627846,1629013,1629661
22100034,1610612763,1629630,1629001,1628991,1630217,203500,1629634,203937,1629723,1630533
22100035,1610612766,1628970,202330,1628998,203486,1630163,1629023,1626162,202397,1629667
22100036,1610612753,1630532,1630175,1628964,203082,1628976,1630591,1630181,201577,1629021
22100037,1610612738,1628369,203935,203471,1629684,201143,1629057,1626196,1630202,1630174
22100038,1610612755,203552,1630178,203954,202699,201980,1627777,1629680,1627788,1630198
22100039,1610612744,201939,203110,1629673,203952,203490,1627814,1626172,1627780,1629308
22100040,1610612763,1629630,203500,1630217,1629001,1628991,1630214,203937,1630533,1629634
22100041,1610612738,1628369,203935,1627759,203471,1629057,1629684,203953,1626196,1630202
22100042,1610612749,203507,203114,1626192,1628960,201588,1629670,203648,1629620,203918
22100043,1610612765,1630180,1628367,203482,1630191,1630165,1626168,202709,1628402,1630568
22100044,1610612764,203078,1628398,203915,203484,1629655,1626149,202722,1630166,1628988
22100045,1610612753,1630175,1628964,1630591,1628976,1630532,1630181,203082,203914,1629021
22100046,1610612741,1628366,201942,203897,202696,1627936,1630172,1628972,1628993,1629750
22100047,1610612740,202685,1628984,1627742,1630529,1629638,1630530,202066,1630230,1630184
22100048,1610612739,1628386,1629636,1630171,1628374,1630596,201937,1629012,201567,1626224
22100049,1610612757,203468,1629642,203081,203496,203994,1629014,1628372,1626204,203469
22100050,1610612755,202699,203954,1630178,203552,1627788,201980,1627777,1629680,203083
22100051,1610612744,201939,203110,203952,1629673,1627814,2738,1626172,203490,1629308
22100052,1610612745,1626174,1630224,1629645,1628464,201569,1630256,1630578,1628021,201571
22100053,1610612747,203076,201566,1628370,203145,1630559,2546,200765,2730,201599
22100054,1610612743,1629008,203115,1628420,203932,201145,1630267,203210,1628408,203999
22100055,1610612766,202330,1628970,203486,1628998,1626162,1630163,202397,1629667,1630208
22100056,1610612764,1626149,203078,1628398,203484,203915,1628988,202722,1630166,1630557
22100057,1610612748,202710,200768,200782,1629130,1628389,1629639,203473,202693,1629622
22100058,1610612754,1627734,1630537,203200,1626167,1627763,1629052,204456,202954,203087
22100059,1610612737,1629027,203992,1629631,203991,1628381,1628989,1629629,201568,1626153
22100060,1610612750,1626157,1626156,1630162,1630183,1629020,201976,1627736,1627752,1629675
22100061,1610612747,203076,201566,1628370,2546,203145,1630559,202340,200765,2730
22100062,1610612758,203084,1628368,1630169,1626158,1627741,203090,1630558,203458,1629056
22100063,1610612763,1629630,1629001,1630217,203937,1630533,1628991,203500,1629723,1629634
22100064,1610612739,1629012,1630596,1628386,1628374,1629636,201937,201567,1630205,1626224
22100065,1610612765,203924,1630180,1630165,203482,1628367,1628402,1630191,202709,1626168
22100066,1610612737,1628381,1629027,203992,1629631,1629629,203991,201568,1628989,101150
22100067,1610612752,203944,1629628,203095,202689,1629011,201959,201565,202692,1630167
22100068,1610612762,203497,204060,202711,203903,201144,1626220,1628378,1629672,202355
22100069,1610612759,1627751,1627749,1628401,1629640,1630170,1629022,1627854,1628966,1629234
22100070,1610612763,1629630,1630217,1629001,1628991,203937,1630214,203500,1630533,1626145
22100071,1610612753,1628964,1630175,1630532,1628976,1630591,203914,203082,1629021,201577
22100072,1610612754,1627734,1628470,1630537,204456,203200,1626167,203087,202954,1629052
22100073,1610612766,1628970,202330,1626162,1630163,1628998,1629023,203486,202397,1629667
22100074,1610612758,203084,1628368,1626158,1630169,1627741,1630558,203090,203458,1629056
22100075,1610612742,1629029,1627827,1628467,203493,203501,1628973,203939,1628373,1630182
22100076,1610612746,202704,202331,1628379,1629611,201587,1627826,202339,1628392,1629599
22100077,1610612739,1630596,1629636,1628374,1629012,201937,1628386,1630205,201567,1627756
22100078,1610612738,1627759,1628369,203471,201143,1626196,1629684,1630202,1629641,203953
22100079,1610612753,1630175,1628964,1630532,1630591,203082,1630181,203914,1629021,1628976
22100080,1610612752,203944,203095,1629628,202689,1629011,201959,201565,202692,1630193
22100081,1610612761,1627832,1628384,1630567,203920,1629018,1629004,1628449,1630173,1630625
22100082,1610612737,1629027,1628381,203992,203991,1629631,203476,1629629,1628989,201568
22100083,1610612762,1628378,1626220,203497,202711,204060,203903,1629672,202355,1630215
22100084,1610612748,1629639,202710,200768,1629130,1628997,200782,202693,203473,1629622
22100085,1610612759,1627749,1628401,1629640,1627854,1630170,1627751,1629022,1628966,201152
22100086,1610612760,1629652,1628983,1630581,1629647,1629026,1629660,1630197,1630526,203488
22100087,1610612743,203999,1629008,203932,203115,1628420,1630538,1630267,1628408,203210
22100088,1610612739,1629636,1626224,1628374,201937,1628386,1630596,201567,1629731,1629012
22100089,1610612758,1628368,203084,1630169,1627741,1626158,1630558,202684,203090,1629056
22100090,1610612757,203081,203468,1626181,203496,203994,1629014,1629642,203469,1626204
22100091,1610612762,1628378,1626220,202711,203497,201144,203903,204060,202355,1629672
22100092,1610612765,203924,1630180,1628367,1630165,203482,202709,1628977,1628402,1630191
22100093,1610612745,1629645,1626174,1630224,201569,1628464,1630578,1630256,1630231,1628021
22100094,1610612739,1630596,1629012,1629636,1628374,1628386,201937,1626224,1629731,202334
22100095,1610612759,1630170,1629022,1628401,1627749,1628966,1629640,1627751,1627854,1630200
22100096,1610612757,203468,203081,1626181,1629014,203994,1629642,203496,1626204,203469
22100097,1610612764,203078,1628398,1626149,203484,203915,203526,1630166,1629655,1628988
22100098,1610612741,203897,202696,201942,1628366,1627936,1630245,1629750,1627884,1628396
22100099,1610612761,1629018,1628384,1627832,1629004,203920,1630173,1630201,1628449,1630625
22100100,1610612743,1629008,203999,203115,203932,1628420,201145,1628408,1630267,1630538
22100101,1610612753,1630175,1628976,1628964,1630591,1630532,203082,1629643,1630181,1629021
22100102,1610612760,1628983,1630581,1629647,1630177,203488,1630526,1629026,202324,1630197
22100103,1610612749,203507,1626192,1629620,1629670,203648,1626171,201588,1628960,1628400
22100104,1610612748,200768,1629639,202710,1628389,200782,1629130,1628997,202693,203473
22100105,1610612758,1628368,203084,1626158,1630169,1627741,203090,1630558,203458,1628963
22100106,1610612740,202685,1628984,1628404,1629638,1630530,202066,1630529,1630230,1630184
22100107,1610612745,1629645,1630224,1626174,1630256,1630231,1630578,1628021,201571,1629717
22100108,1610612757,203081,203468,1626181,203496,203994,1629014,1626204,203469,1629642
22100109,1610612752,203944,1629628,203095,202689,1629011,202692,201565,203457,1630193
22100110,1610612738,1628369,203935,1627759,1629057,201143,203471,1626196,1629641,1630202
22100111,1610612741,203897,201942,202696,1628366,1627936,1629750,1627884,1630245,1628396
22100112,1610612761,1627832,1628384,1629004,1629018,1630173,203920,1630625,1628449,1630551
22100113,1610612737,1629027,1628381,1629631,203991,203992,1628989,1629629,201568,101150
22100114,1610612743,203115,1629008,203999,203932,1628420,1630538,1628408,1630267,201145
22100115,1610612746,202704,202331,1627826,1629611,201587,1628379,202339,1628392,1626159
22100116,1610612742,1628973,1629029,203501,1627827,203939,1628425,1628373,1626246,1626161
22100117,1610612766,1628970,202330,1626179,1630163,1628998,203486,1629023,202397,1626162
22100118,1610612740,202066,1629638,1628404,1628984,202685,1630230,1630184,1630530,203107
22100119,1610612755,1630178,203552,1629003,1627777,1629680,203954,203083,1630194,1629646
22100120,1610612762,1626220,203497,203903,202711,201144,204060,1630235,1629672,202355
22100121,1610612738,203935,203471,201143,1628369,1627759,1629641,1629057,1630174,1629684
22100122,1610612745,1626174,1629645,1630256,1630224,201569,1630578,1628021,1630231,201571
22100123,1610612760,1628983,1629652,1630581,1629026,202324,1629647,1629660,1630197,1630526
22100124,1610612751,201142,201935,203925,201933,1628971,201988,200746,1627761,200794
22100125,1610612759,1627749,1629640,1628401,201152,1630170,203926,1629234,1629022,1628966
22100126,1610612763,1629630,1628991,1630217,1629001,203500,203937,1630533,1626145,1630214
22100127,1610612739,1628386,1630596,1629636,1629012,1626224,1629731,201937,1629685,1630205
22100128,1610612752,1629628,203944,201565,203095,203457,1629011,1630193,202689,1630167
22100129,1610612746,202331,202704,1627826,1629611,202339,201587,1628379,1628392,1626159
22100130,1610612740,202685,1628404,1628984,1629638,202066,1630230,203107,1630530,1630184
22100131,1610612754,1627734,1627747,204456,1626167,203200,1630537,202954,1628470,1629103
22100132,1610612766,1628970,202330,1626179,1630163,203486,1628998,1630208,1629667,1626162
22100133,1610612745,1626174,1629645,1628464,1630256,1630224,201569,1630231,1630578,201571
22100134,1610612762,1628378,202711,1626220,201144,203497,204060,202355,203903,1629672
22100135,1610612755,1630178,1629003,203954,203552,1627788,1627777,1630194,203083,1629646
22100136,1610612738,203471,1628369,203935,1629057,1626196,201143,1630174,1630202,1629684
22100137,1610612737,1629027,1628381,203992,1629631,203991,1629629,201568,1628989,101150
22100138,1610612747,201566,2546,201961,1630559,202340,1628370,201599,203145,2730
22100139,1610612751,201935,201142,1628971,203925,201933,201988,1627761,200746,200794
22100140,1610612739,1630596,1629636,1628386,201937,1626224,1629731,1629685,1630205,1629012
22100141,1610612762,204060,1626220,203497,1628378,202711,203903,1629672,1630235,202355
22100142,1610612749,203507,1628960,201588,1626171,201950,1626192,1628400,1629670,1629620
22100143,1610612754,1626167,204456,1630537,1627747,1627734,1628470,203200,202954,203087
22100144,1610612759,1629640,1627749,1629022,1628401,201152,1630170,1629234,203926,1630200
22100145,1610612745,1630256,1630224,1629645,1626174,1628464,1628021,1630528,1630231,1630578
22100146,1610612766,1628970,202330,1626179,1630163,1628998,1626162,203486,1630208,202397
22100147,1610612752,1629628,203944,201959,202689,203095,202692,201565,1630193,203457
22100148,1610612751,201142,203925,201935,1628971,200746,201933,201988,1627761,1628975
22100149,1610612750,1626157,1630162,1626156,1630183,201976,1627736,1629006,1629675,1629020
22100150,1610612740,1629638,1628404,202066,202685,1628984,203107,1629637,1630230,1630530
22100151,1610612748,202710,200768,1628389,1629639,1629130,200782,202693,203473,1628997
22100152,1610612737,1629027,203992,1628381,1628989,203991,1629631,201568,1626153,1629629
22100153,1610612756,1628969,1626164,203109,201580,101108,1626166,1626163,1629661,1629013
22100154,1610612766,1628970,1630163,202330,1626179,203486,1628998,1626162,1630208,1629667
22100155,1610612749,203507,1626171,1628960,201588,201950,1626192,1628400,1629670,1629620
22100156,1610612737,1628989,1628381,1629027,203991,1629629,203524,1626153,203476,101150
22100157,1610612757,203496,203081,203468,1626181,203994,1629014,1629642,203469,1626204
22100158,1610612764,203078,1628398,203915,203484,1626149,1629655,203526,1630166,1630557
22100159,1610612751,201935,201142,203925,1628975,200746,1628971,201988,201933,200794
22100160,1610612761,1628384,1627832,1629018,1630567,1627783,1630173,1629004,1630625,1628449
22100161,1610612749,203507,201588,1626192,201950,1628400,1628960,1626171,1629670,203918
22100162,1610612765,1630180,203924,1630165,1630595,203482,1628367,202709,1626168,1628402
22100163,1610612742,1629029,203501,204001,1628973,1627827,203493,203939,1628425,1628373
22100164,1610612766,202330,1630163,1628970,1626162,203486,1626179,1629667,1628998,1630208
22100165,1610612760,1628983,1629652,1629647,1630581,1629026,202324,1630197,1630544,203488
22100166,1610612758,1628368,1627741,203084,1630558,203090,1630186,1629002,1626158,203458
22100167,1610612754,203200,1627763,1627734,1626167,204456,1628470,1630537,1629103,203087
22100168,1610612757,203468,203081,1626181,1626204,203496,1629642,1629014,203994,203469
22100169,1610612750,1630162,1626157,201976,1626156,1629675,1627736,1629020,1630183,1629006
22100170,1610612748,200768,1629130,1629639,200782,1628389,1628997,1629216,202710,203473
22100171,1610612761,1627832,1630567,1628384,1629018,1630173,1628449,1630625,1629004,1630551
22100172,1610612754,1627763,1627734,1630537,204456,1626167,203200,1629103,1628470,203087
22100173,1610612748,1628389,1629639,200768,200782,1629130,1629216,1628997,1629622,203473
22100174,1610612752,203944,202689,203095,1629628,202692,1629011,201959,1630193,201565
22100175,1610612749,1626171,201950,201588,1626192,1628960,1628400,1629670,203918,203648
22100176,1610612765,1630180,1630595,1630165,203924,1630191,1628402,1628367,202709,1626168
22100177,1610612757,203468,203081,203994,1629642,1626181,203496,1626204,1629014,203503
22100178,1610612756,1628969,101108,1626163,1626164,203109,1629013,1629661,1626166,1627846
22100179,1610612751,201935,201142,203925,201933,201988,1628971,200746,1627761,1628975
22100180,1610612758,1628368,1630169,203084,1626158,1627741,1629002,1630558,202684,1629056
22100181,1610612742,1629029,204001,1627827,203501,1628973,203493,1628373,203939,1628425
22100182,1610612737,1628381,203991,1629027,1628989,203992,1629631,1629629,201568,1626153
22100183,1610612741,1628366,201942,203897,1627936,1628993,1627884,1630245,1629750,1628396
22100184,1610612750,1626156,1630162,1626157,1627736,201976,1630183,1629675,1629020,1629006
22100185,1610612748,1629639,1628389,200768,1629130,200782,1629622,1629216,1628997,203473
22100186,1610612755,1630178,202699,203552,203083,1627777,201980,1629003,1627788,1630194
22100187,1610612764,1628398,1628988,203484,203915,1629655,1626149,1630166,203526,1630557
22100188,1610612763,1629630,203500,1630217,1628415,203937,1628991,1629001,1630533,1629634
22100189,1610612765,203924,1630595,1630191,1630165,1630180,1628367,202709,1626168,1628402
22100190,1610612738,1628369,203471,203935,1629057,1629641,1629684,1630202,203953,1630174
22100191,1610612750,1630162,1630183,1626157,1626156,1627736,201976,1629020,1629675,1629006
22100192,1610612759,1629640,1627749,1630170,1628401,203926,201152,1629234,1629022,1627854
22100193,1610612749,201950,203507,1626192,1626171,1628960,1628400,1629670,203918,1629620
22100194,1610612744,201939,203110,203952,1629673,2738,1626172,203490,1627780,1627814
22100195,1610612756,1626164,1628969,101108,1629661,201580,203109,1626163,1626166,1629013
22100196,1610612751,201935,201142,201988,1628971,201933,200746,1628975,1627761,203925
22100197,1610612757,203468,1629642,1626181,1629014,1628372,203994,1626204,203496,203503
22100198,1610612741,1627936,203897,201942,1628366,1628396,1629750,1630245,1627884,1628972
22100199,1610612738,203935,1628369,203471,201143,1626196,1629684,1629641,1629057,1630174
22100200,1610612758,1630169,1628368,1629002,203084,1626158,1627741,1630558,1628963,202684
22100201,1610612740,1628404,202685,1627742,1628984,1629638,1630529,202066,203107,1629637
22100202,1610612753,1630175,1630532,1628976,1628964,203914,203082,1629643,1630181,1629021
22100203,1610612754,1627734,1627763,1626167,203200,1627747,204456,1629048,1629103,1628470
22100204,1610612743,1628420,203999,203932,201145,203085,1628408,203210,1629626,1630538
22100205,1610612745,1630224,1626174,1630256,1628464,1629645,201571,1630578,1630231,1629726
22100206,1610612756,1626164,101108,1629028,1628969,203109,1629661,1629013,1626166,201580
22100207,1610612748,1629639,200768,1629130,200782,203473,1629622,1629216,1628997,1629644
22100208,1610612761,1628384,1627832,1629018,1630567,1627783,203920,1629004,1630625,1630201
22100209,1610612741,1628366,201942,1627936,203897,1628396,1630245,1627884,1629750,1629632
22100210,1610612744,201939,203110,1629673,203952,1627814,2738,1630228,203490,1627780
22100211,1610612755,1629003,1627788,1627777,1630178,202699,203552,1630198,1630194,203083
22100212,1610612759,1627749,1629640,1628401,203926,1629234,201152,1630170,1629022,1627854
22100213,1610612764,203078,1628398,203915,203484,1630166,1629655,1626149,203526,1628988
22100214,1610612754,1627763,1627734,1626167,1627747,1629103,204456,203200,1628470,203087
22100215,1610612738,1628369,203935,201143,203471,1629684,1626196,1629641,202683,1630174
22100216,1610612739,1629636,1630171,1629731,201937,202334,201567,1626224,1629685,1627756
22100217,1610612740,1628404,1627742,1628984,202685,1629638,1630529,203107,202066,1629637
22100218,1610612753,1630175,1630532,1628964,203082,1630591,1628976,203914,1629643,1630181
22100219,1610612747,1629659,203076,201566,2546,1628370,201961,202340,200765,203145
22100220,1610612758,1628368,203084,1630169,1626158,1627741,1629002,1630558,202684,1628963
22100221,1610612745,201569,1630224,1630256,1626174,1628464,1629726,201571,1627863,1630231
22100222,1610612742,203501,1628973,1627827,204001,203493,203939,1628373,203504,1628425
22100223,1610612741,1627936,203897,1628366,201942,1628396,1627884,1629750,1630245,1629632
22100224,1610612744,201939,203110,203952,1629673,202357,1627814,203490,1626172,1629308
22100225,1610612764,1628398,1626149,203078,203484,1628988,1630557,1630166,203526,1630264
22100226,1610612746,202331,202704,1629599,1627826,202339,1629611,1628379,1630527,1628392
22100227,1610612759,1627749,1629640,203926,1630170,1629022,1628401,1629234,1627854,1627751
22100228,1610612755,203552,1630178,1627777,202699,1629003,203083,1627788,1629646,1630198
22100229,1610612761,1630567,1627832,1629018,1627783,203920,1630201,1629004,1628449,1630625
22100230,1610612754,1628470,1627763,1627734,204456,1629048,202954,1626167,1629103,1627747
22100231,1610612744,1629673,1629308,203952,1627780,1626172,202357,1627814,1629185,1630228
22100232,1610612747,203076,2544,201566,1629659,202340,2546,1628370,201961,200765
22100233,1610612753,1628964,203082,1630175,1630591,1630532,1628976,1629643,203914,1630181
22100234,1610612760,1628983,1629647,1629652,1630581,1630526,203488,1629026,1629660,1630598
22100235,1610612746,202331,201587,1628379,1627826,202339,1629611,202704,1628392,1629599
22100236,1610612741,1628366,203897,201942,1627936,1627884,1630245,1629750,1628396,1629632
22100237,1610612742,203501,1628973,1627827,204001,203493,203939,1628373,1628425,203504
22100238,1610612761,1629018,1630567,1627832,1627783,1630173,1628449,203920,1629004,1630625
22100239,1610612745,1626174,201569,1630224,1630256,1630578,1628464,1630231,1629726,201571
22100240,1610612740,1630184,1627742,1629638,1628404,202685,203107,1630530,1629637,1630529
22100241,1610612748,202710,200768,200782,1629639,1628389,1629622,1629130,1628997,203473
22100242,1610612766,1628970,202330,1630163,1628998,1626179,1626162,203486,1629667,202397
22100243,1610612760,1629652,1628983,1629647,1630581,1630526,202324,1629026,1629660,1630598
22100244,1610612753,1630181,1630591,1628964,203914,1629643,203082,1630532,201577,1628539
22100245,1610612763,1629630,1628991,1630217,1629723,1630533,203937,1630214,1626145,203500
22100246,1610612755,202699,1630178,1627777,203552,203083,1627788,1629680,1629003,1629646
22100247,1610612762,1628378,202711,203497,1626220,201144,203903,204060,202355,200752
22100248,1610612742,203501,1628973,204001,203493,1627827,1628467,203939,203504,1626161
22100249,1610612747,203076,201566,1629659,2546,202340,2544,201599,2730,1628370
22100250,1610612752,203944,1629628,201565,202692,203457,1630193,203095,202689,1630167
22100251,1610612743,201145,203932,203115,203085,1630267,203210,1628420,1628408,1630210
22100252,1610612761,1627832,1627783,1629018,1630567,1630173,203920,1630625,1629004,1628449
22100253,1610612751,201142,201935,201988,200746,201949,1627761,1630560,200794,201933
22100254,1610612766,1628970,1630163,1626179,202330,1628998,1626162,203486,1630208,1629667
22100255,1610612760,1629647,1630526,1630581,1629652,1630197,1630598,202324,203488,1629660
22100256,1610612745,1629717,1630224,201569,1626174,1628464,1630256,1630231,1630578,1629726
22100257,1610612754,1627763,1627734,1626167,203200,1630537,204456,1627747,1629103,1628470
22100258,1610612753,1630181,1628976,1628539,1629643,1630532,1629021,1628964,203082,1630591
22100259,1610612750,1626157,1630162,1626156,1630183,201976,1629020,1627736,1627752,1629675
22100260,1610612756,1628969,1626164,1629028,101108,203109,1629013,1629661,1626166,201580
22100261,1610612763,1629630,1630217,1628991,1630533,1629634,203500,203937,1629723,1626145
22100262,1610612755,1627777,1629003,1630178,1629680,203083,1627788,1630198,1629646,1630194
22100263,1610612748,200768,202710,1629639,1628389,1628997,1629130,200782,1629216,203473
22100264,1610612747,201566,203076,1628370,202340,1629659,2546,201599,201961,2730
22100265,1610612743,201145,203115,203932,1628420,1630267,203210,203085,1630192,1628408
22100266,1610612742,1627827,1629029,203501,204001,1628467,1626161,1628973,1628425,203504
22100267,1610612756,1626164,1628969,101108,203109,1629028,1626166,1629661,201580,1629013
22100268,1610612747,2544,201566,1628370,201961,2546,1629659,202340,201599,2730
22100269,1610612766,1628970,1626179,1626162,1628998,1630163,202330,203486,1629667,1630208
22100270,1610612751,201142,201935,201988,200746,1627761,1630560,201949,200794,1628975
22100271,1610612741,1628366,203897,201942,1627936,1629750,202696,1630245,1629632,1627884
22100272,1610612761,1629018,1630567,1627832,1627783,1630173,1629004,1630625,1629139,1630201
22100273,1610612765,1630180,1630595,1630240,203924,1628402,1630568,1626168,1628367,1628977
22100274,1610612748,202710,1629130,1628389,1629639,200782,200768,1629216,1628997,203473
22100275,1610612764,203078,1628398,1630166,203915,1626149,203484,203526,202722,1628988
