GAME_ID,VISITOR_TEAM_ID,VISITOR_P1,VISITOR_P2,VISITOR_P3,VISITOR_P4,VISITOR_P5,VISITOR_P6,VISITOR_P7,VISITOR_P8,VISITOR_P9
22100276,1610612762,203497,1628378,1626220,202711,201144,203903,204060,200752,1629672
22100277,1610612737,1628381,203991,1629027,203992,1628989,201568,1629629,1626153,101150
22100278,1610612755,203552,1629680,1630178,203083,1627777,1629003,1627788,201980,1630198
22100279,1610612757,203081,203468,1626181,203994,1629642,1628372,1626204,203496,203469
22100280,1610612765,203924,1630595,1630191,202709,1630180,1628402,1630240,1628367,1628977
22100281,1610612750,1626157,1626156,1630162,1627736,1629020,1630183,1627752,1629162,1629675
22100282,1610612756,1628969,1626164,1629028,101108,1629661,203109,1629013,1626166,201580
22100283,1610612741,1628366,202696,203897,201942,1627936,1629632,1629750,1630245,1627884
22100284,1610612761,1627832,1627783,1630567,1630173,1629018,1629004,1630625,1628449,1630201
22100285,1610612737,203991,1629629,1629027,203992,1628989,1628381,201568,1626153,101150
22100286,1610612764,203078,1628398,203915,203484,1629655,1630166,1626149,203526,202722
22100287,1610612738,1628369,203471,203935,1629684,1627759,201143,202683,1629641,1630174
22100288,1610612749,201950,203114,203507,1626171,1626192,201588,1628960,203918,1629670
22100289,1610612740,1627742,1628404,1630529,202685,1628984,1629638,1626195,202066,1630184
22100290,1610612757,203468,203081,203496,1629014,1626181,1626204,203994,1629642,203503
22100291,1610612758,1628368,1630169,1627741,203458,1628963,1629056,1629002,202684,1630558
22100292,1610612750,1630162,1626156,1626157,1629020,1630183,1627752,1627736,1629675,1630195
22100293,1610612752,202692,203944,1629628,1630193,203095,1629011,1630579,1630167,1629656
22100294,1610612756,1628969,101108,1626164,1629028,203109,1626166,1629661,201580,1629013
22100295,1610612753,1630532,203914,1628976,201577,1630591,1630181,1629643,1629021,1628539
22100296,1610612748,200768,202710,1628389,1629622,1629216,1629130,200782,1628997,203473
22100297,1610612766,1626179,1630163,1626162,202330,1629023,1628970,1629667,1628998,1630208
22100298,1610612764,203078,1628398,203484,1629655,203526,1626149,1628988,1630166,202722
22100299,1610612740,1630529,1627742,1628404,1629638,1628984,202685,1626195,203107,1630530
22100300,1610612744,203952,201939,1629673,203110,203490,1629308,1629185,1626172,1627780
22100301,1610612749,203507,201950,1628960,203114,1626192,201588,1626171,203918,1629670
22100302,1610612738,1628369,203935,1629684,1627759,1626196,201143,1629641,202683,1630202
22100303,1610612758,1630558,1627741,1629002,202684,1629663,1628368,1630169,1628963,1629056
22100304,1610612765,1630595,1630180,203924,1630165,1628402,1630191,202709,1626168,1628977
22100305,1610612753,1630532,1628964,1628976,203914,1630591,1629643,203082,1630181,1629649
22100306,1610612743,203932,203115,203999,201145,1628420,1630267,1630538,203085,1630192
22100307,1610612766,202330,1626179,1628970,1626162,1630163,1629023,1629667,1630208,1630547
22100308,1610612760,1628983,1630544,1629676,1629652,1630581,1630526,1628778,1629647,1630197
22100309,1610612754,1627763,203200,1627734,204456,1627747,1630537,1629103,1628470,1629048
22100310,1610612739,1630596,1628386,1628374,1629636,201937,1630171,201567,1629685,1630205
22100311,1610612764,203078,1628398,203915,203484,1629655,1630166,1626149,203526,1628988
22100312,1610612757,203468,203081,1629014,203994,1629642,203496,203469,1626204,203503
22100313,1610612740,1627742,1630529,1628404,202685,1628984,1629638,1626195,1630184,203107
22100314,1610612752,203944,202692,1630193,201565,1629011,203095,203457,1630167,1629628
22100315,1610612763,1626145,1628991,1628415,1630217,203500,203937,1629001,1629634,1630583
22100316,1610612744,201939,1629673,203952,203110,203490,1626172,202357,1627780,1629308
22100317,1610612765,203924,1630595,1630191,1630165,1630180,1628402,202709,1626168,1628977
22100318,1610612747,2730,203076,201566,201961,1628370,2546,1630559,1629659,200765
22100319,1610612737,1629027,1628989,1628381,203991,201568,1627789,1626153,101150,203524
22100320,1610612743,203932,203999,1628420,203115,201145,1630267,1630192,1630210,203210
22100321,1610612750,1626156,1630162,1629020,1626157,1627736,1629675,1629006,1630195,1627752
22100322,1610612755,203552,203954,1630178,202699,1629003,1629680,201980,1627777,203083
22100323,1610612739,1629636,1630596,1628386,1630171,1628374,201937,1630205,201567,202334
22100324,1610612766,1630163,1626179,1629023,1628970,202330,1626162,1629667,202397,1630208
22100325,1610612742,204001,1629029,203501,1627827,1628973,1628425,203493,203504,1628467
22100326,1610612745,1629726,1630256,201569,1629717,1628464,1630231,1630528,1627863,1630578
22100327,1610612758,1630169,1628368,1626158,1629056,1630558,1629002,1627741,203458,1629663
22100328,1610612741,201942,203897,1628366,202696,1627936,1629750,1630245,1627884,1628972
22100329,1610612749,201950,203114,1628960,1626192,1626171,201588,1630572,203648,203918
22100330,1610612760,1629660,1628778,1630544,1629652,1629676,1630526,1630466,1630197,203488
22100331,1610612765,203924,1630191,1630165,1630595,1630180,1628977,1628402,202709,1626168
22100332,1610612759,1627749,1629640,1628401,1627751,203926,1630200,1627854,1629022,201152
22100333,1610612748,200768,1629639,200782,1629130,1629216,203473,1630209,1628997,1629622
22100334,1610612739,1628386,1628374,1630596,1629636,1630171,201937,201567,1630205,1629685
22100335,1610612755,203954,201980,203552,1630178,1627777,1629680,1629003,1627788,203083
22100336,1610612750,1630162,1629675,1626156,1629020,1627736,1630195,1627752,1629006,1630233
22100337,1610612753,1630175,1630532,1628976,203914,1628964,203082,1629643,1630181,1629021
22100338,1610612740,1627742,1630529,1628984,1629638,202685,202066,1626195,203107,1630184
22100339,1610612738,203471,1628369,203935,201143,1626196,1629684,1629057,1629641,1630174
22100340,1610612756,1629661,101108,1629028,203109,1628969,1629013,1626166,1630688,201580
22100341,1610612746,202331,202704,202694,201586,1628379,1627826,202339,1629611,1628392
22100342,1610612743,1630192,203115,203999,1630267,1628420,201145,203932,1628432,203210
22100343,1610612741,1628366,201942,203897,202696,1627884,1630245,1628972,1627936,1628993
22100344,1610612748,1629639,1628997,1629216,200768,1629130,203473,1629622,1630209,200782
22100345,1610612763,1626145,1630217,1628415,1628991,203500,1629001,1630214,1629723,1630583
22100346,1610612759,1629640,1627749,1628401,1627751,1629022,203926,1630200,1627854,201152
22100347,1610612738,1629684,203471,1628369,203935,202683,1630174,1629057,1630202,1626196
22100348,1610612746,202331,202694,202704,1627826,1628379,1629611,202339,1628392,1630527
22100349,1610612762,1628378,203497,1626220,202711,201144,203903,204060,200752,1630215
22100350,1610612766,1628970,1626162,1629023,202330,1628998,202397,1630550,1630208,1630547
22100351,1610612764,203078,203915,1628398,1626149,203484,1630166,1629655,202722,203526
22100352,1610612740,1627742,1628984,202066,202685,1629638,1630529,1626195,1630530,203107
22100353,1610612755,203552,202699,203954,1629003,201980,1629680,1627777,1627788,203083
22100354,1610612760,1628983,1629652,1630581,1629647,1629026,1630526,202324,203488,1630544
22100355,1610612764,203078,1628398,203484,1626149,203526,1628988,1629655,1630557,1630166
22100356,1610612763,1628415,1628991,1626145,1630217,203500,1629001,1629723,1630214,1630583
22100357,1610612743,203932,203999,203115,1628420,201145,1630267,1630192,1628432,203210
22100358,1610612739,1628386,1629636,1628374,1630596,201937,1626224,201567,1630171,1630205
22100359,1610612737,1628989,1627789,1629027,203991,1628381,201568,1626153,101150,203476
22100360,1610612759,1627749,1627751,1629640,203926,1628401,1627854,1629022,1630563,1630200
22100361,1610612753,1630532,1628976,203914,1630175,1629643,1630181,203082,1628964,1629021
22100362,1610612746,202331,1628379,202704,202694,1627826,1630527,1629611,202339,1628392
22100363,1610612751,201935,201142,201988,201949,200746,1629651,1630560,1628971,1627761
22100364,1610612752,1629628,202692,203944,1630193,203457,1629011,201565,203095,1630167
22100365,1610612738,1628369,203935,203471,201143,1629057,1629641,1626196,1630174,1629684
22100366,1610612755,203552,202699,203954,201980,1630178,1629003,1629680,203083,1627777
22100367,1610612741,1628366,203897,1630245,202696,1627884,1628972,1629653,1628396,1628993
22100368,1610612764,203078,1628398,203915,203484,1629655,203526,1630166,1626149,202722
22100369,1610612752,1629628,203944,202692,1630193,201565,203095,1630167,1629011,201959
22100370,1610612749,201950,203114,203507,1626192,1626171,1628960,202326,203918,202083
22100371,1610612760,1629652,1628983,1629647,1630581,1629026,1630526,1630544,202324,203488
22100372,1610612751,201935,1630560,201988,1630561,1628971,201949,200794,1627761,1629651
22100373,1610612742,1629029,1628973,1627827,203493,204001,203501,203939,1628467,1629650
22100374,1610612762,1628378,203497,1626220,202711,204060,203903,201144,200752,1630235
22100375,1610612743,203932,203115,203999,1628420,201145,1630267,1630538,203210,1628432
22100376,1610612757,1626181,1628372,203496,203994,1629642,203463,1626204,203503,1629604
22100377,1610612753,1628976,1630175,203082,1630532,203914,1628964,201577,1629643,1630181
22100378,1610612738,203471,203935,1628369,201143,1626196,1629684,1629057,1629641,202683
22100379,1610612762,203497,1628378,1626220,203903,202711,201144,204060,200752,202355
22100380,1610612747,203076,2544,201566,202340,1629659,1628370,2546,201961,2730
22100381,1610612743,203932,203999,203115,1628420,1630267,201145,1630192,1630538,1628432
22100382,1610612758,1630169,1628368,1627741,1628963,203084,1630558,1629056,202684,203458
22100383,1610612742,1627827,1629029,1628973,204001,203501,203939,203493,1628467,1629650
22100384,1610612751,201935,201142,201988,1630560,200746,201949,1628971,1629651,1627761
22100385,1610612752,203944,202692,201565,1629628,1630193,203095,1630167,1629011,203457
22100386,1610612749,203507,203114,201950,1626171,1626192,1628960,202083,203918,1630606
22100387,1610612739,1629636,1630171,1626224,1628386,1630596,201937,201567,1628374,1629731
22100388,1610612765,1630595,1630180,203924,1630165,1626168,1628402,1630191,1628977,1628367
22100389,1610612747,2544,201566,1630559,202340,1629659,2546,1628370,201961,2730
22100390,1610612738,1628369,203471,203935,201143,1629684,1629641,1629057,1630174,1630202
22100391,1610612753,203914,1630175,1630532,1628976,1628964,203082,1629021,1629643,1630181
22100392,1610612762,1628378,203497,1626220,202711,201144,203903,204060,202355,200752
22100393,1610612758,1627741,1630169,1628368,1630558,203084,203458,1628963,1629056,1629002
22100394,1610612741,1628366,203897,1628972,202696,1628035,1627936,1629653,1628396,1629076
22100395,1610612745,1626174,1629717,1629726,201571,1630256,1630578,1630528,1630231,1628464
22100396,1610612744,203952,1629673,201939,203110,1626172,203490,202357,1627780,1629308
22100397,1610612743,203999,203932,1628420,1630267,201145,1630538,1630210,1628432,1630192
22100398,1610612749,201950,203507,203114,1626171,1628960,1626192,203918,201588,202326
22100399,1610612751,201142,201988,1630560,200746,1629651,201949,1628971,1627761,201933
22100400,1610612742,1628973,204001,1628467,1627827,203493,203501,1629650,1630182,203504
22100401,1610612740,1627742,1628404,202685,1628984,1629638,1630529,203107,1626195,202066
22100402,1610612750,1626156,1626157,201976,1629020,1630162,1630183,1627736,1629669,1629675
22100403,1610612753,1630532,1630175,203914,203082,1628976,1629643,201577,1630181,1628964
22100404,1610612748,200768,200782,1629216,1629130,1629639,203473,1630209,1629644,1629622
22100405,1610612744,201939,203952,203110,1629673,1626172,203490,1627814,1629308,1627780
22100406,1610612758,1628368,1627741,1628963,1630558,203084,1630169,1629002,203458,1629056
22100407,1610612745,201569,1629726,1630231,1626174,1630578,1630256,1630528,201571,1629717
22100408,1610612749,203507,201950,1628960,1626192,1626171,203918,203114,202326,1630606
22100409,1610612755,1627788,1630178,1629003,1627777,202699,1629646,1629680,203083,201980
22100410,1610612766,1626162,1626179,202330,1628998,1629023,1628970,1630547,1630550,1630539
22100411,1610612764,203078,202722,203484,1626149,203915,1629655,1630557,1630166,203526
22100412,1610612756,1629661,101108,1628969,1626166,1629013,201580,203109,203901,1630688
22100413,1610612761,1627832,1627783,1630567,1629018,1628449,1629139,1630551,1629004,1630201
22100414,1610612744,201939,1629673,203952,203110,1626172,1627814,202357,2738,1629308
22100415,1610612765,1630180,1630165,1628367,1630595,1630191,1630240,1628977,1630199,1626168
22100416,1610612756,1629028,101108,203109,1628969,1626166,1629661,1629013,203901,201580
22100417,1610612745,1629726,1630256,1630578,1630528,1628021,1630231,1629717,1628464,1630586
22100418,1610612737,1628381,1629027,203991,1628989,1629629,1626153,201568,1627789,101150
22100419,1610612748,1629130,200768,200782,1629216,203473,1629622,1629644,1630209,1630585
22100420,1610612747,2544,201566,203076,201961,1630559,2546,202340,203145,201599
22100421,1610612754,1627734,1627747,1626167,1627763,1630537,1629052,1629103,203200,202954
22100422,1610612740,1627742,1628404,202685,1628984,1630529,1629638,202066,1626195,203107
22100423,1610612766,1628998,1628970,1629667,202330,1629023,1626179,203486,1626162,1630208
22100424,1610612750,1626157,1630162,1626156,1629020,201976,1627736,1630183,1629675,1629006
22100425,1610612746,202694,1628379,202339,1629611,202704,1628392,1626159,1627826,1630527
22100426,1610612763,1628415,1626145,1630217,203500,203937,1628991,1629001,1629723,1630214
22100427,1610612764,203078,1628398,203915,203484,1630166,1629655,1626149,203526,202722
22100428,1610612765,1630180,1630595,1630165,1630191,1628402,1628977,1626168,1630240,203585
22100429,1610612755,201980,203552,202699,1629003,203954,1630198,1629680,203083,1629646
22100430,1610612741,201942,1630245,203897,202696,1629750,1629632,1628972,1628396,1629744
22100431,1610612752,202692,1630540,1630193,203944,1629011,203095,203457,201959,201565
22100432,1610612764,203078,203484,1628398,1630166,1626149,203526,1629655,1630557,1628988
22100433,1610612748,1629216,200768,1629622,200782,203473,1629130,1630209,1629644,1630585
22100434,1610612743,201145,203932,203115,1630538,203999,1628420,1630267,203085,1628427
22100435,1610612744,203952,201939,203110,2738,1626172,1627814,203490,202357,1629185
22100436,1610612747,2544,201961,201566,2546,203145,200765,202738,203076,1630602
22100437,1610612759,1627749,1627751,1628401,1629640,1629022,203926,1630170,1629234,1629111
22100438,1610612749,201950,1629670,1626192,1628960,201588,203918,1630572,202326,1630606
22100439,1610612766,1628970,1626162,1630163,1628998,1629023,1626179,202330,203486,1629667
22100440,1610612763,1628415,1626145,203500,1628991,1630217,1629001,203937,1630214,1629723
22100441,1610612745,1629726,1626174,1630256,201569,1630528,1630231,1630578,1628021,201571
22100442,1610612753,201577,203914,1629643,1628539,1630532,1629755,1629168,1630758,1629678
22100443,1610612744,1630228,1627814,1629308,1629185,202357,1630541,1626172,1627780,1630288
22100444,1610612746,1629611,1628379,202704,1626159,201587,1627826,202339,1628392,1629599
22100445,1610612752,203095,202692,203944,202689,203457,1629011,201959,1627782,1629788
22100446,1610612739,1629636,1628374,201937,1628386,1626224,201567,1629731,1627756,1630205
22100447,1610612764,203078,203484,1630166,203526,1629655,203915,1628398,1626149,202722
22100448,1610612747,2544,201566,201961,202738,2546,200765,201599,2772,1630602
22100449,1610612748,200768,1629622,1629130,1629216,203473,200782,1630585,1630209,1629644
22100450,1610612757,203081,1629642,1626181,203496,203994,1626204,1629014,203463,1630535
22100451,1610612759,1627749,1627751,1629640,1630170,1627854,1629022,1628401,1629111,1628966
22100452,1610612739,1629636,1626224,1630205,1629650,1630171,1627747,201567,1628374,1629164
22100453,1610612743,203999,203115,203932,1628420,203085,201145,1630267,1627854,1630192
22100454,1610612740,1630529,1629638,1630631,1626195,202066,1629637,1630230,203107,1629109
22100455,1610612742,203501,1628973,1627827,1628467,204001,1628425,203939,203504,1629650
22100456,1610612766,1628970,1629667,202330,1630163,202397,1626162,1629023,1626179,203486
22100457,1610612755,202699,203954,203552,201980,1629680,1630198,1629619,1629646,1630565
22100458,1610612753,1630175,1630532,1629643,1630591,203914,1630181,1628964,201577,1629678
22100459,1610612745,1629717,1626174,201569,1629726,1630231,1630256,1630528,1630578,201571
22100460,1610612760,1628983,1629652,1630581,1629647,1629026,1630197,1630526,202324,203488
22100461,1610612766,1628970,1626179,1630163,1626162,203486,1629667,1629023,202397,1630208
22100462,1610612758,1630169,1627741,203084,1629002,202684,203090,1627745,1630186,1629620
22100463,1610612759,1629640,1627749,1628401,1627751,1630170,203926,1627854,1629022,1629111
22100464,1610612764,1630557,1630166,1628398,202397,1629060,203484,203526,1630264,1628418
22100465,1610612754,1627747,1627734,202954,1629052,203200,1626167,1630537,1628470,203087
22100466,1610612765,1630180,1628977,1630595,1630191,202709,1630240,1628402,1626168,203585
22100467,1610612757,1626181,203081,203994,203496,1629014,1626204,203503,203463,1630570
22100468,1610612750,1630183,1626157,1626156,1627736,1629669,1629162,1629675,1630233,1630195
22100469,1610612756,1628969,1626164,101108,1629028,203109,1629661,1626166,1629013,201580
22100470,1610612753,1630532,201577,203914,1629643,1629755,1630758,204025,1629168,1630273
22100471,1610612739,1629636,1628374,1626224,201937,1627756,1629731,201567,1629605,1630698
22100472,1610612761,1627783,1630567,1629018,1628384,1628449,1630625,1630173,1630201,1629139
22100473,1610612745,1630231,1626174,1629726,1629717,201569,1630578,1630528,201571,1628021
22100474,1610612743,1630267,203932,203999,1628420,203085,201145,203210,203115,1628427
22100475,1610612746,202339,202331,1629611,1627826,1629599,1630527,201587,201586,1630553
22100476,1610612745,1626174,201569,1630256,1629726,1630224,1629717,1630578,201571,1630528
22100477,1610612740,1628404,1627742,1628984,1626195,1630529,202066,203107,1629637,1630530
22100478,1610612737,1630168,1626153,1630219,1628381,203992,1629629,1628411,203476,202362
22100479,1610612765,1630180,202709,1628402,1626168,1628977,1628367,1630691,1630568,1627767
22100480,1610612764,203915,1628398,1630557,1630166,1628988,1629655,1626149,203526,202722
22100481,1610612749,201950,203114,1626192,202326,1629670,201588,1628960,202083,203918
22100482,1610612766,1626179,1626162,202330,1629667,1629023,1628970,1630163,203486,202397
22100483,1610612760,1628983,1629652,1630526,1630581,1630598,1629026,1630544,1629647,203488
22100484,1610612750,1627736,1626156,1630183,1627774,1629675,1629669,1630233,1629162,1630195
22100485,1610612763,1628415,1629630,1630217,1628991,1629001,203500,1630214,203937,1626145
22100486,1610612751,201142,202681,201988,1630560,1630549,1627761,1630556,1630561,1629651
22100487,1610612759,1629640,1627749,1628401,1628966,1629022,203926,1627751,1630170,1629111
22100488,1610612737,203992,1629629,1626153,1628381,203991,1630219,203476,1630552,202362
22100489,1610612738,203935,1628369,1629057,1627759,1630202,1629641,1627823,203953,202329
22100490,1610612744,201939,203110,1627780,203490,1626172,1630228,202357,1629308,1629683
22100491,1610612751,201935,1628971,201988,1629651,1627761,201949,204038,1628975,201933
22100492,1610612742,1628973,1628373,204001,1628425,203939,1629033,202688,1627737,1629650
22100493,1610612753,203914,1629755,1630181,1630532,1629678,1628976,1630758,204025,1630273
22100494,1610612761,1629139,1629004,1629682,1628391,1628449,1629752,1630625,1630187,1630551
22100495,1610612755,203552,1630178,203954,202699,1629680,1627777,204020,1627788,1630194
22100496,1610612763,1630217,1629630,1629723,203500,1629681,203937,1628991,1626145,1629634
22100497,1610612740,1628404,1630529,202066,1628984,1626195,1629637,203107,1630530,1629109
22100498,1610612765,1630180,1628977,1628402,1628476,1630568,1630199,1627767,1630691,1629686
22100499,1610612754,1627747,1626167,1627734,1630537,203200,1628470,1629052,1630613,202954
22100500,1610612743,203999,203115,1628420,203085,1628432,201145,1630267,1628427,1630538
22100501,1610612745,1629717,1630243,1626174,1630227,1628021,201569,1628464,1630578,1630528
22100502,1610612741,201942,203897,202696,1629750,1629632,1630245,1629744,1628972,1629076
22100503,1610612738,1630202,1627759,1629641,201143,1629684,1629057,1627823,1630573,203953
22100504,1610612762,1626220,203903,204060,202711,201144,203497,1630235,202355,200752
22100505,1610612763,1630217,1629723,1629630,203500,1628991,203937,1629681,1626145,1629634
22100506,1610612742,1627827,204001,1628973,1630182,202688,203939,1628373,1629650,1627737
22100507,1610612751,201935,201988,1629651,1627761,1628971,201949,201933,204038,1628975
22100508,1610612749,201950,203114,203507,1626171,201588,1628960,1626192,202326,1628978
22100509,1610612764,203915,1630557,1629655,1628398,1630166,202722,1628591,1630225,1628993
22100510,1610612755,1629680,1630178,202699,203552,203954,1627777,1627788,1630194,204020
22100511,1610612747,1628370,2544,201566,1626169,202340,2546,1629659,201954,2730
22100512,1610612752,203944,202689,1629011,1629656,203095,1629628,202692,201959,1630193
22100513,1610612739,201937,1629731,201567,1630171,1628374,1630596,1627756,1626147,1630698
22100514,1610612743,203115,203999,203085,1630267,201145,1630538,1630192,1628432,203210
22100515,1610612760,1628983,1629652,1629026,1630598,1630177,1628778,1629676,1629660,203488
22100516,1610612752,1630193,201959,202692,203944,1629628,1630540,1630167,1629011,202689
22100517,1610612766,1626179,202330,1630163,203486,1629667,1628998,1626162,1630208,202397
22100518,1610612746,202694,1629611,1628379,202339,1627826,1629599,1626159,1629875,201586
22100519,1610612737,1629027,1630602,1629629,1630219,203991,1630792,1628419,1628411,202362
22100520,1610612747,201566,2544,202340,1628370,2546,1626169,1629659,2730,201954
22100521,1610612748,1629130,1629639,1628389,200768,202710,1629216,200782,1629622,203473
22100522,1610612760,1630598,1628778,1629660,1629652,1629676,1630177,203816,203488,202324
22100523,1610612762,204060,201144,203903,1626220,203497,202711,200752,202355,1630235
22100524,1610612742,1628373,1628973,204001,1630182,203939,1627827,1628425,202738,1629650
22100525,1610612755,1629680,202699,203552,1630178,203954,1627777,1627788,203083,1629003
22100526,1610612749,201950,203114,203507,1626171,1628960,202083,1626192,1628978,202326
22100527,1610612739,1630596,1630171,201567,1628374,1630698,1629731,1630612,1630205,1629685
22100528,1610612744,1630541,1629673,1629185,1626172,1630228,1627814,1629308,202357,1629683
22100529,1610612756,1626164,1629661,101108,1628969,1630188,1629013,1626166,1630688,1629150
22100530,1610612741,203897,201942,202696,1629632,1629750,1630245,1629744,1627884,1629076
22100531,1610612742,1627827,1628973,204001,203493,1630182,1628425,203939,1627737,1629033
22100532,1610612748,1629639,1628997,200768,202710,1630209,1629657,1629735,1629312,203917
22100533,1610612737,1628411,1629027,203991,101150,1628419,1630219,1630602,1629629,202362
22100534,1610612746,1628379,202694,1629611,202704,1629599,1626159,201586,202339,1630553
22100535,1610612759,1629640,1627751,1628401,1628966,1629022,1630170,203926,1627854,1630200
22100536,1610612752,1629628,1630167,1630193,1629011,1630540,202692,201959,203095,1629656
22100537,1610612750,1630183,1630162,1627736,201976,1629020,1630233,1629669,202328,1629675
22100538,1610612757,203081,1626181,203463,1629617,1626204,1628372,1629604,203503,1629642
22100539,1610612740,1628404,1630529,1628984,1629637,1629638,202066,1626195,1629109,203107
22100540,1610612759,1628401,1630170,1629640,1627751,1627854,1630200,1629111,1630563,1630580
22100541,1610612741,203897,1629632,202696,201942,1628972,1627884,1630245,1629744,1629076
22100542,1610612746,1629611,202704,1629599,202339,1626159,201586,1629875,203516,1630553
22100543,1610612743,1630267,203085,203115,203999,1629730,203210,203932,1629626,1628432
22100544,1610612744,203952,203490,201939,1626172,1627780,2738,1629673,202357,1629308
22100545,1610612752,1630167,201959,1629628,1630193,202692,203095,1629656,1628995,1630540
22100546,1610612753,203914,1628976,204025,203082,1630532,1628964,1629678,1629755,1630181
22100547,1610612754,1627734,1626167,203200,1626208,1630613,1628470,1629052,202362,1626147
22100548,1610612748,200768,202710,1629639,1630209,1628997,1629657,1629312,203917,1629735
22100549,1610612756,1629661,1626164,101108,1628969,1630188,1629013,1626166,202687,203901
22100550,1610612742,1629029,1627827,1628973,203493,203939,1628467,203501,1630182,1627737
22100551,1610612750,1630162,1627736,1629020,201976,1629675,1629669,1630183,1630233,1627752
22100552,1610612745,1628464,1629726,201569,1630256,1630224,1630231,1628021,1630528,201571
22100553,1610612766,1628970,202330,1626179,1630163,203486,1628998,1629667,202397,1626162
22100554,1610612763,1630217,1629630,1629633,203500,1628991,1629634,1626145,1630583,1629681
22100555,1610612753,1628976,203914,1630181,203082,1630532,1628964,204025,1629678,1629755
22100556,1610612765,1630180,1630595,1626168,1628977,1630165,1629620,1628367,1630568,1630240
22100557,1610612762,203497,202711,1628378,201144,1626220,204060,203903,200752,1630235
22100558,1610612743,203999,203932,1630267,203115,1628432,1630538,203085,203210,1628427
22100559,1610612748,1629639,200768,1628997,1630209,200782,202710,1629657,1629735,201596
22100560,1610612737,1629027,1628989,201568,1626153,203991,1630219,1627789,1630168,101150
22100561,1610612750,1630162,1630183,1629020,1629669,1629675,1627752,201976,1627736,1630233
22100562,1610612763,1630217,1629630,203500,1628991,1629634,1626145,1629681,1629633,1630533
22100563,1610612759,1629640,1630170,1630563,1630200,1627751,1628401,1629111,1627854,1628966
22100564,1610612754,1627734,1626208,1630613,1626167,1628470,203200,202362,1626147,1629052
22100565,1610612756,1628969,101108,1629661,1626164,202687,1626166,1630188,203901,1628382
22100566,1610612758,1630169,1628368,1627741,203084,1627745,1628963,1630558,203458,203090
22100567,1610612765,1630180,1630595,1629620,1628367,1630165,1626168,1628977,203585,1630240
22100568,1610612755,202699,203552,1627788,203954,1627777,201980,203083,1630198,1629619
22100569,1610612745,1629645,1626174,1630224,1630256,201569,1629726,1630231,1630528,1628021
22100570,1610612759,1627751,1629640,1627749,1630170,1628401,1628966,1627854,1629111,1630200
22100571,1610612751,201142,201935,201988,202681,1629651,1627761,1630561,200746,201949
22100572,1610612744,201939,203952,203110,1627780,1629673,1626172,1629308,1627814,202357
22100573,1610612761,1627783,1627832,1630567,1628384,1629018,1630173,1628449,203920,1630551
22100574,1610612760,1628983,1630598,1630581,1629026,1629647,1630526,1630544,1630197,203488
22100575,1610612762,202711,1628378,1626220,203903,201144,200752,1628962,1629672,1630235
22100576,1610612748,1628997,200782,1629639,1630209,1629622,1629130,200768,1629657,1629735
22100577,1610612737,1626153,1629629,1627789,1628989,201568,203991,1630168,101150,1630602
22100578,1610612738,1628369,1629057,1627759,203935,201143,203471,1626196,1629684,202683
22100579,1610612765,1630180,1630595,1630165,1626168,1628977,1630191,1630568,203585,1628367
22100580,1610612744,1629673,203952,1627814,203490,1630541,202357,2738,1630228,1626172
22100581,1610612746,202339,202694,1629611,202704,1629599,1630527,201586,201587,1626159
22100582,1610612759,1627749,1627854,1627751,1628966,1630563,1629022,1629234,1629111,204020
22100583,1610612749,1626171,1629670,203114,202083,203507,203918,204038,1630572,1628400
22100584,1610612762,1630190,1629672,1630235,1630215,202355,1627863,1630238,1628962,203658
22100585,1610612764,1628398,203078,203915,1629655,203484,1630557,1630166,202328,1628988
22100586,1610612742,1628467,1628973,1630182,203501,1627827,203493,1628425,203939,1628373
22100587,1610612750,1626156,1630162,1629020,1626157,1627736,1629006,1629675,1630183,1627752
22100588,1610612758,1628368,203084,1628963,1630169,203458,1627741,1630558,202684,203090
22100589,1610612737,1629027,1628381,1628989,203992,1627789,203991,201568,1630168,1626153
22100590,1610612739,1629636,1630596,1628374,1628386,1626224,201567,1630205,200765,1629685
22100591,1610612763,1626145,1628991,1630217,1629634,1629001,1629681,1629633,1630583,1630533
22100592,1610612749,1626171,203114,203507,202083,1629670,203918,204038,1628400,1630572
22100593,1610612753,1630175,203914,203082,1628964,1630532,1629643,1630181,1630273,1629021
22100594,1610612762,1626220,202711,1628378,201144,203903,202355,200752,1627863,203658
22100595,1610612752,1629628,203944,1630193,202692,1629011,1629656,201959,1630167,1630540
22100596,1610612748,200768,1630209,1629639,1628997,200782,1629130,1629622,1629735,1629657
22100597,1610612737,1630168,1628989,1629027,1628381,203992,1627789,201568,1626153,1629629
22100598,1610612764,1628398,203078,203915,203484,1629655,203526,1629060,1630166,1630557
22100599,1610612740,1630529,1627742,202685,202066,1628984,1629637,1629638,1629109,1630631
22100600,1610612750,1630162,1626157,1626156,1629020,1630183,1627736,1629669,1629006,1629675
22100601,1610612743,203999,203085,203115,1628420,203932,201145,1630267,203210,1630192
22100602,1610612759,1627749,1630563,1628966,1627751,1629022,1627854,204020,1629111,1629719
22100603,1610612741,203897,202696,201942,1628366,1629632,1627884,1630245,1628972,1628396
22100604,1610612739,1630596,1630205,1629636,1628386,1628374,200765,1626224,1629685,201567
22100605,1610612758,1628368,1630169,203084,1627741,203458,1630558,1628963,202684,1629056
22100606,1610612763,1629630,1628991,203937,1630533,1630217,1629723,1629001,1630214,1629634
