,GAME_ID,HOME_TEAM_ID,HOME_P1,HOME_P2,HOME_P3,HOME_P4,HOME_P5,HOME_P6,HOME_P7,HOME_P8,HOME_P9,VISITOR_TEAM_ID,VISITOR_P1,VISITOR_P2,VISITOR_P3,VISITOR_P4,VISITOR_P5,VISITOR_P6,VISITOR_P7,VISITOR_P8,VISITOR_P9,DAY,WEEK,MONTH,HOME_TEAM_WINS
311,22100181,1610612759,1627749,1630170,1629640,203926,201152,1629022,1629234,1628401,1627854,1610612742,1629029,204001,1627827,203501,1628973,203493,1628373,203939,1628425,316.0,45.0,11.0,0
312,22100182,1610612743,203999,203115,203932,201145,1628420,1628408,1630538,203085,203210,1610612737,1628381,203991,1629027,1628989,203992,1629631,1629629,201568,1626153,316.0,45.0,11.0,1
313,22100183,1610612744,201939,1629673,203952,203110,1627780,1626172,2738,1630228,202357,1610612741,1628366,201942,203897,1627936,1628993,1627884,1630245,1629750,1628396,316.0,45.0,11.0,1
314,22100184,1610612747,203076,201566,1628370,201961,202340,200765,2546,2730,203145,1610612750,1626156,1630162,1626157,1627736,201976,1630183,1629675,1629020,1629006,316.0,45.0,11.0,0
315,22100185,1610612762,1628378,203497,1626220,203903,202711,201144,204060,202355,1629672,1610612748,1629639,1628389,200768,1629130,200782,1629622,1629216,1628997,203473,317.0,45.0,11.0,0
316,22100186,1610612754,1627763,1626167,1627734,203200,1630537,1629103,1627747,204456,1628470,1610612755,1630178,202699,203552,203083,1627777,201980,1629003,1627788,1630194,317.0,45.0,11.0,1
317,22100187,1610612753,1630532,1630175,1628976,203082,1628964,1630591,1630181,1629643,203914,1610612764,1628398,1628988,203484,203915,1629655,1626149,1630166,203526,1630557,317.0,45.0,11.0,0
318,22100188,1610612740,202685,1628404,1628984,1627742,1630529,1629638,203107,202066,1629637,1610612763,1629630,203500,1630217,1628415,203937,1628991,1629001,1630533,1629634,317.0,45.0,11.0,1
319,22100189,1610612761,1629018,1630567,1628384,1627783,201609,1630625,203920,1629004,1628449,1610612765,203924,1630595,1630191,1630165,1630180,1628367,202709,1626168,1628402,317.0,45.0,11.0,0
320,22100190,1610612739,1630596,1629636,201937,1626224,1628386,1627756,1629731,1630171,1629685,1610612738,1628369,203471,203935,1629057,1629641,1629684,1630202,203953,1630174,317.0,45.0,11.0,1
321,22100191,1610612746,1629611,202704,202331,1628379,202339,1628392,1627826,1626159,201587,1610612750,1630162,1630183,1626157,1626156,1627736,201976,1629020,1629675,1629006,317.0,45.0,11.0,1
322,22100192,1610612747,203076,201566,2546,201961,1629659,1628370,202340,200765,2730,1610612759,1629640,1627749,1630170,1628401,203926,201152,1629234,1629022,1627854,318.0,45.0,11.0,1
323,22100193,1610612737,1628989,1629027,203991,1628381,203992,201568,1629629,101150,1626153,1610612749,201950,203507,1626192,1626171,1628960,1628400,1629670,203918,1629620,318.0,45.0,11.0,1
324,22100194,1610612766,1628970,1630163,1626179,202330,203486,1628998,1629667,1626162,202397,1610612744,201939,203110,203952,1629673,2738,1626172,203490,1627780,1627814,318.0,45.0,11.0,1
325,22100195,1610612745,1629645,1630224,1626174,201569,1630578,1630256,1627863,1628464,1630231,1610612756,1626164,1628969,101108,1629661,201580,203109,1626163,1626166,1629013,318.0,45.0,11.0,0
326,22100196,1610612760,1628983,1629652,1629647,1630581,1630526,1629026,1630598,1630197,1629660,1610612751,201935,201142,201988,1628971,201933,200746,1628975,1627761,203925,318.0,45.0,11.0,0
327,22100197,1610612743,203932,203999,201145,1628420,1630538,1630267,203085,1628408,1630192,1610612757,203468,1629642,1626181,1629014,1628372,203994,1626204,203496,203503,318.0,45.0,11.0,1
328,22100198,1610612746,202331,202339,202704,201587,1629611,1627826,1628379,1628392,1629599,1610612741,1627936,203897,201942,1628366,1628396,1629750,1630245,1627884,1628972,318.0,45.0,11.0,0
329,22100199,1610612739,201937,1629731,1629636,1630171,1626224,1630596,1627756,1629685,1629605,1610612738,203935,1628369,203471,201143,1626196,1629684,1629641,1629057,1630174,319.0,46.0,11.0,0
330,22100200,1610612765,1630595,1630180,203924,1630191,1630165,1628402,1630568,1626168,1628367,1610612758,1630169,1628368,1629002,203084,1626158,1627741,1630558,1628963,202684,319.0,46.0,11.0,0
331,22100201,1610612764,203484,203915,1628398,1630166,1628988,1629655,1626149,203526,1630557,1610612740,1628404,202685,1627742,1628984,1629638,1630529,202066,203107,1629637,319.0,46.0,11.0,1
332,22100202,1610612737,203991,1628381,1629027,203992,201568,1629629,1626153,1628989,101150,1610612753,1630175,1630532,1628976,1628964,203914,203082,1629643,1630181,1629021,319.0,46.0,11.0,1
333,22100203,1610612752,203944,1629628,201959,201565,203095,1630193,202692,202689,1629011,1610612754,1627734,1627763,1626167,203200,1627747,204456,1629048,1629103,1628470,319.0,46.0,11.0,1
334,22100204,1610612742,1629029,1628973,204001,203501,203493,1627827,203939,1628373,1628425,1610612743,1628420,203999,203932,201145,203085,1628408,203210,1629626,1630538,319.0,46.0,11.0,1
335,22100205,1610612763,1630217,1629630,1628991,1628415,203500,1630533,1629634,203937,1629001,1610612745,1630224,1626174,1630256,1628464,1629645,201571,1630578,1630231,1629726,319.0,46.0,11.0,1
336,22100206,1610612750,1626157,1630162,1626156,201976,1630183,1627736,1629020,1629006,1630233,1610612756,1626164,101108,1629028,1628969,203109,1629661,1629013,1626166,201580,319.0,46.0,11.0,0
337,22100207,1610612760,1628983,1630581,1629652,1630526,1629647,1630598,1629026,1630197,1629660,1610612748,1629639,200768,1629130,200782,203473,1629622,1629216,1628997,1629644,319.0,46.0,11.0,0
338,22100208,1610612757,203081,203468,1626181,1629642,1626204,203496,203994,1629014,203469,1610612761,1628384,1627832,1629018,1630567,1627783,203920,1629004,1630625,1630201,319.0,46.0,11.0,1
339,22100209,1610612747,1629659,201566,203076,1628370,2546,201961,200765,202340,2730,1610612741,1628366,201942,1627936,203897,1628396,1630245,1627884,1629750,1629632,319.0,46.0,11.0,0
340,22100210,1610612751,201142,201988,201935,1627761,1628971,201933,1628975,1630560,200746,1610612744,201939,203110,1629673,203952,1627814,2738,1630228,203490,1627780,320.0,46.0,11.0,0
341,22100211,1610612762,203497,202711,1626220,204060,201144,1628378,203903,1629672,202355,1610612755,1629003,1627788,1627777,1630178,202699,203552,1630198,1630194,203083,320.0,46.0,11.0,1
342,22100212,1610612746,202704,202331,1627826,1628379,202339,1629599,1630527,1628392,201587,1610612759,1627749,1629640,1628401,203926,1629234,201152,1630170,1629022,1627854,320.0,46.0,11.0,1
343,22100213,1610612766,1628970,1630163,1626179,1628998,203486,202330,1626162,1629667,1630208,1610612764,203078,1628398,203915,203484,1630166,1629655,1626149,203526,1628988,321.0,46.0,11.0,1
344,22100214,1610612765,203924,1630595,1630180,1630191,202709,1628402,1630165,1626168,1628977,1610612754,1627763,1627734,1626167,1627747,1629103,204456,203200,1628470,203087,321.0,46.0,11.0,1
345,22100215,1610612737,1629027,1628381,1628989,203991,203992,1629629,201568,101150,1626153,1610612738,1628369,203935,201143,203471,1629684,1626196,1629641,202683,1630174,321.0,46.0,11.0,1
346,22100216,1610612751,201142,201935,201988,200746,1628971,201949,201933,1627761,1628975,1610612739,1629636,1630171,1629731,201937,202334,201567,1626224,1629685,1627756,321.0,46.0,11.0,1
347,22100217,1610612748,1629639,202710,1629216,1629130,203473,1628997,1629622,200782,1629644,1610612740,1628404,1627742,1628984,202685,1629638,1630529,203107,202066,1629637,321.0,46.0,11.0,1
348,22100218,1610612752,1629628,203944,1629011,202692,1630193,202689,203095,201565,1630167,1610612753,1630175,1630532,1628964,203082,1630591,1628976,203914,1629643,1630181,321.0,46.0,11.0,0
349,22100219,1610612749,201950,203507,1626192,1628960,203114,1626171,201588,1628400,1629670,1610612747,1629659,203076,201566,2546,1628370,201961,202340,200765,203145,321.0,46.0,11.0,1
350,22100220,1610612750,1630162,1626157,1626156,201976,1629020,1630183,1627736,1627752,1629675,1610612758,1628368,203084,1630169,1626158,1627741,1629002,1630558,202684,1628963,321.0,46.0,11.0,1
351,22100221,1610612760,1629652,1628983,1630581,1629647,1630526,1629026,202324,203488,1629660,1610612745,201569,1630224,1630256,1626174,1628464,1629726,201571,1627863,1630231,321.0,46.0,11.0,1
352,22100222,1610612756,101108,1628969,1629028,1626164,203109,1629661,1629013,1626166,201580,1610612742,203501,1628973,1627827,204001,203493,203939,1628373,203504,1628425,321.0,46.0,11.0,1
353,22100223,1610612757,203081,203468,1626181,1626204,203496,1629642,203994,1629014,203503,1610612741,1627936,203897,1628366,201942,1628396,1627884,1629750,1630245,1629632,321.0,46.0,11.0,1
354,22100224,1610612739,1630171,1629731,1629636,201937,202334,201567,1629685,1627756,1629605,1610612744,201939,203110,203952,1629673,202357,1627814,203490,1626172,1629308,322.0,46.0,11.0,0
355,22100225,1610612748,200768,202710,200782,1628389,1629130,1629216,1628997,1629622,203473,1610612764,1628398,1626149,203078,203484,1628988,1630557,1630166,203526,1630264,322.0,46.0,11.0,1
356,22100226,1610612763,1629630,1628991,1630217,203500,1628415,1629001,203937,1629634,1626145,1610612746,202331,202704,1629599,1627826,202339,1629611,1628379,1630527,1628392,322.0,46.0,11.0,1
357,22100227,1610612750,1626157,1630162,1630183,1626156,201976,1629020,1627736,1627752,1629162,1610612759,1627749,1629640,203926,1630170,1629022,1628401,1629234,1627854,1627751,322.0,46.0,11.0,1
358,22100228,1610612743,203999,203115,1628420,203932,201145,203085,1628408,1630538,1630210,1610612755,203552,1630178,1627777,202699,1629003,203083,1627788,1629646,1630198,322.0,46.0,11.0,0
359,22100229,1610612762,1628378,203497,1626220,201144,202711,204060,203903,200752,202355,1610612761,1630567,1627832,1629018,1627783,203920,1630201,1629004,1628449,1630625,322.0,46.0,11.0,1
360,22100230,1610612766,1630163,1628970,202330,1626162,1628998,203486,1626179,1629667,202397,1610612754,1628470,1627763,1627734,204456,1629048,202954,1626167,1629103,1627747,323.0,46.0,11.0,1
361,22100231,1610612765,1630595,1630180,203924,1628402,202709,1630165,1626168,1630191,1628977,1610612744,1629673,1629308,203952,1627780,1626172,202357,1627814,1629185,1630228,323.0,46.0,11.0,0
362,22100232,1610612738,203471,1628369,201143,203935,1626196,1629684,1629641,202683,1630202,1610612747,203076,2544,201566,1629659,202340,2546,1628370,201961,200765,323.0,46.0,11.0,1
363,22100233,1610612751,1627761,201935,201988,201949,201933,1628975,200746,1628971,1630560,1610612753,1628964,203082,1630175,1630591,1630532,1628976,1629643,203914,1630181,323.0,46.0,11.0,1
364,22100234,1610612749,201950,203507,203114,1626171,1626192,1628960,201588,1628400,1629620,1610612760,1628983,1629647,1629652,1630581,1630526,203488,1629026,1629660,1630598,323.0,46.0,11.0,1
365,22100235,1610612740,1627742,202685,1628404,1629638,1630529,203107,1630184,202066,1629637,1610612746,202331,201587,1628379,1627826,202339,1629611,202704,1628392,1629599,323.0,46.0,11.0,1
366,22100236,1610612743,203932,203115,203085,201145,1628420,1630267,1628408,1630538,203210,1610612741,1628366,203897,201942,1627936,1627884,1630245,1629750,1628396,1629632,323.0,46.0,11.0,0
367,22100237,1610612756,1628969,101108,1626164,1629028,203109,1629661,1629013,201580,1626166,1610612742,203501,1628973,1627827,204001,203493,203939,1628373,1628425,203504,323.0,46.0,11.0,1
368,22100238,1610612758,1628368,203084,1630558,1627741,1629002,1630169,1626158,1628963,1627745,1610612761,1629018,1630567,1627832,1627783,1630173,1628449,203920,1629004,1630625,323.0,46.0,11.0,0
369,22100239,1610612752,203944,203095,203457,1629628,202692,202689,1630193,201565,1629011,1610612745,1626174,201569,1630224,1630256,1630578,1628464,1630231,1629726,201571,324.0,46.0,11.0,1
370,22100240,1610612754,1629103,1626167,1627763,1630537,1627734,203200,1628470,204456,1627747,1610612740,1630184,1627742,1629638,1628404,202685,203107,1630530,1629637,1630529,324.0,46.0,11.0,1
371,22100241,1610612764,203078,203915,1628398,203484,1630166,1626149,203526,1630557,1629655,1610612748,202710,200768,200782,1629639,1628389,1629622,1629130,1628997,203473,324.0,46.0,11.0,1
372,22100242,1610612737,1629027,1628989,1628381,201568,1629629,203991,203992,1626153,101150,1610612766,1628970,202330,1630163,1628998,1626179,1626162,203486,1629667,202397,324.0,46.0,11.0,1
373,22100243,1610612738,203471,1629684,203935,1628369,201143,1626196,202683,1630174,1629641,1610612760,1629652,1628983,1629647,1630581,1630526,202324,1629026,1629660,1630598,324.0,46.0,11.0,1
374,22100244,1610612749,1626171,203507,203114,201950,1628960,1626192,201588,203918,203648,1610612753,1630181,1630591,1628964,203914,1629643,203082,1630532,201577,1628539,324.0,46.0,11.0,1
375,22100245,1610612750,1626156,1630162,1629020,1626157,201976,1627736,1630183,1627752,1629675,1610612763,1629630,1628991,1630217,1629723,1630533,203937,1630214,1626145,203500,324.0,46.0,11.0,1
376,22100246,1610612757,203081,203468,1626181,203496,203994,1626204,1629014,1629642,203503,1610612755,202699,1630178,1627777,203552,203083,1627788,1629680,1629003,1629646,324.0,46.0,11.0,1
377,22100247,1610612758,1630169,203084,1628368,1626158,1627741,1629002,203090,1630558,203458,1610612762,1628378,202711,203497,1626220,201144,203903,204060,202355,200752,324.0,46.0,11.0,0
378,22100248,1610612746,202331,202704,1628379,1629611,1627826,202339,1629599,201586,1626159,1610612742,203501,1628973,204001,203493,1627827,1628467,203939,203504,1626161,325.0,46.0,11.0,1
379,22100249,1610612765,202709,1630595,203924,1630180,1628402,1628977,1630191,1628367,1626168,1610612747,203076,201566,1629659,2546,202340,2544,201599,2730,1628370,325.0,46.0,11.0,0
380,22100250,1610612741,201942,203897,1628366,1627936,1627884,1629632,1630245,1628396,1629750,1610612752,203944,1629628,201565,202692,203457,1630193,203095,202689,1630167,325.0,46.0,11.0,1
381,22100251,1610612756,1628969,1626164,1629028,101108,203109,1629013,1629661,1626166,201580,1610612743,201145,203932,203115,203085,1630267,203210,1628420,1628408,1630210,325.0,46.0,11.0,1
382,22100252,1610612744,201939,203952,203110,1629673,1626172,203490,1629185,1629308,1627814,1610612761,1627832,1627783,1629018,1630567,1630173,203920,1630625,1629004,1628449,325.0,46.0,11.0,1
383,22100253,1610612739,1629636,1628386,1630171,1629731,1628374,201937,201567,202334,1629685,1610612751,201142,201935,201988,200746,201949,1627761,1630560,200794,201933,326.0,47.0,11.0,0
384,22100254,1610612764,203078,1628398,203915,203484,1626149,1629655,1630166,1628988,1630557,1610612766,1628970,1630163,1626179,202330,1628998,1626162,203486,1630208,1629667,326.0,47.0,11.0,0
385,22100255,1610612737,1628381,1629027,1628989,203991,203992,201568,1629629,101150,1626153,1610612760,1629647,1630526,1630581,1629652,1630197,1630598,202324,203488,1629660,326.0,47.0,11.0,1
386,22100256,1610612738,1628369,203471,203935,1629684,201143,1629057,1627759,1629641,202683,1610612745,1629717,1630224,201569,1626174,1628464,1630256,1630231,1630578,1629726,326.0,47.0,11.0,1
387,22100257,1610612741,1628972,201942,203897,1628366,1629632,1630245,1627884,1628396,1629750,1610612754,1627763,1627734,1626167,203200,1630537,204456,1627747,1629103,1628470,326.0,47.0,11.0,0
388,22100258,1610612749,1629670,203507,201950,1626171,1626192,203918,203114,201588,1628960,1610612753,1630181,1628976,1628539,1629643,1630532,1629021,1628964,203082,1630591,326.0,47.0,11.0,1
389,22100259,1610612740,1627742,1628404,1630184,1630529,1629638,1626195,202685,202066,203107,1610612750,1626157,1630162,1626156,1630183,201976,1629020,1627736,1627752,1629675,326.0,47.0,11.0,0
390,22100260,1610612759,1628401,1627749,1627751,1630170,1629640,1629022,1628966,1629234,1630200,1610612756,1628969,1626164,1629028,101108,203109,1629013,1629661,1626166,201580,326.0,47.0,11.0,0
391,22100261,1610612762,1628378,203497,201144,202711,1626220,204060,203903,200752,202355,1610612763,1629630,1630217,1628991,1630533,1629634,203500,203937,1629723,1626145,326.0,47.0,11.0,0
392,22100262,1610612758,1628368,203084,1630169,1627741,1626158,1630558,203090,1628963,202684,1610612755,1627777,1629003,1630178,1629680,203083,1627788,1630198,1629646,1630194,326.0,47.0,11.0,0
393,22100263,1610612765,1630180,203924,202709,1628402,1630595,1626168,1630568,1628977,1628367,1610612748,200768,202710,1629639,1628389,1628997,1629130,200782,1629216,203473,327.0,47.0,11.0,0
394,22100264,1610612752,203095,203457,203944,1629628,202692,202689,1630193,1630167,1629656,1610612747,201566,203076,1628370,202340,1629659,2546,201599,201961,2730,327.0,47.0,11.0,1
395,22100265,1610612757,203468,203081,203496,1626181,203994,1629642,1629014,1626204,203503,1610612743,201145,203115,203932,1628420,1630267,203210,203085,1630192,1628408,327.0,47.0,11.0,1
396,22100266,1610612746,202331,202704,1628379,202694,1627826,202339,1629599,1629611,1628392,1610612742,1627827,1629029,203501,204001,1628467,1626161,1628973,1628425,203504,327.0,47.0,11.0,0
397,22100267,1610612739,1628386,1628374,1630171,1629636,201937,1626224,201567,1629731,1627756,1610612756,1626164,1628969,101108,203109,1629028,1626166,1629661,201580,1629013,328.0,47.0,11.0,0
398,22100268,1610612754,1627763,1626167,203200,1627734,1630537,1627747,204456,1628470,1629103,1610612747,2544,201566,1628370,201961,2546,1629659,202340,201599,2730,328.0,47.0,11.0,0
399,22100269,1610612753,203914,1630532,1628976,1628964,1630591,1628539,1630181,1629643,1629021,1610612766,1628970,1626179,1626162,1628998,1630163,202330,203486,1629667,1630208,328.0,47.0,11.0,0
400,22100270,1610612738,203935,203471,1628369,201143,1627759,1629641,1629684,203953,1630174,1610612751,201142,201935,201988,200746,1627761,1630560,201949,200794,1628975,328.0,47.0,11.0,0
401,22100271,1610612745,1629645,1626174,201569,1629726,1630256,1629717,1627863,1630578,201571,1610612741,1628366,203897,201942,1627936,1629750,202696,1630245,1629632,1627884,328.0,47.0,11.0,1
402,22100272,1610612763,1629630,1630217,1629634,1628415,1628991,203937,1630533,203500,1629723,1610612761,1629018,1630567,1627832,1627783,1630173,1629004,1630625,1629139,1630201,328.0,47.0,11.0,0
403,22100273,1610612749,201950,203507,1626171,203114,201588,1628960,1626192,1629670,203918,1610612765,1630180,1630595,1630240,203924,1628402,1630568,1626168,1628367,1628977,328.0,47.0,11.0,1
404,22100274,1610612750,1630162,1627736,1626156,1626157,1629020,1630183,1629675,1627752,1629162,1610612748,202710,1629130,1628389,1629639,200782,200768,1629216,1628997,203473,328.0,47.0,11.0,1
405,22100275,1610612740,1628404,1627742,1630529,202685,1629638,1626195,1628984,203107,202066,1610612764,203078,1628398,1630166,203915,1626149,203484,203526,202722,1628988,328.0,47.0,11.0,1
406,22100276,1610612760,1629652,1630581,1629647,1630526,1630598,1629660,1629026,1630197,202324,1610612762,203497,1628378,1626220,202711,201144,203903,204060,200752,1629672,328.0,47.0,11.0,0
407,22100277,1610612759,1629640,1627749,1628401,1627751,1627854,1630170,1629022,1628966,1630200,1610612737,1628381,203991,1629027,203992,1628989,201568,1629629,1626153,101150,328.0,47.0,11.0,0
408,22100278,1610612744,201939,203952,1629673,203110,1629308,1626172,203490,1627780,1627814,1610612755,203552,1629680,1630178,203083,1627777,1629003,1627788,201980,1630198,328.0,47.0,11.0,1
409,22100279,1610612758,1630169,1630558,1627741,203084,1628368,203090,1628963,1627745,203458,1610612757,203081,203468,1626181,203994,1629642,1628372,1626204,203496,203469,328.0,47.0,11.0,1
410,22100280,1610612746,202704,202331,1629611,202339,1628379,202694,1627826,201586,1628392,1610612765,203924,1630595,1630191,202709,1630180,1628402,1630240,1628367,1628977,330.0,47.0,11.0,1
411,22100281,1610612766,1630163,1626179,1628998,202330,1626162,1628970,1629023,1629667,1630208,1610612750,1626157,1626156,1630162,1627736,1629020,1630183,1627752,1629162,1629675,330.0,47.0,11.0,1
412,22100282,1610612752,203944,1629628,203095,202689,202692,1629011,1630193,203457,1629656,1610612756,1628969,1626164,1629028,101108,1629661,203109,1629013,1626166,201580,330.0,47.0,11.0,0
413,22100283,1610612753,1628976,1630532,203914,1630591,1629643,1628964,1630181,203082,1629021,1610612741,1628366,202696,203897,201942,1627936,1629632,1629750,1630245,1627884,330.0,47.0,11.0,0
414,22100284,1610612754,1627734,1627763,1627747,1626167,1629103,1630537,204456,203200,1628470,1610612761,1627832,1627783,1630567,1630173,1629018,1629004,1630625,1628449,1630201,330.0,47.0,11.0,1
415,22100285,1610612763,1630217,1628991,1626145,1629001,1628415,203500,203937,1629723,1630533,1610612737,203991,1629629,1629027,203992,1628989,1628381,201568,1626153,101150,330.0,47.0,11.0,0
416,22100286,1610612760,1629652,1628983,1630581,1629026,1630526,1629647,203488,1630197,1630544,1610612764,203078,1628398,203915,203484,1629655,1630166,1626149,203526,202722,330.0,47.0,11.0,0
417,22100287,1610612759,1629640,1627749,1628401,1627751,1627854,1628966,1630200,1629022,1629234,1610612738,1628369,203471,203935,1629684,1627759,201143,202683,1629641,1630174,330.0,47.0,11.0,1
418,22100288,1610612743,203115,203932,1628420,201145,1630267,203085,203210,1630192,1628427,1610612749,201950,203114,203507,1626171,1626192,201588,1628960,203918,1629670,330.0,47.0,11.0,0
419,22100289,1610612762,203497,1628378,1626220,202711,201144,204060,203903,200752,202355,1610612740,1627742,1628404,1630529,202685,1628984,1629638,1626195,202066,1630184,330.0,47.0,11.0,0
420,22100290,1610612744,201939,1629673,203110,203952,1629308,203490,1626172,1629185,1627780,1610612757,203468,203081,203496,1629014,1626181,1626204,203994,1629642,203503,330.0,47.0,11.0,1
421,22100291,1610612747,201566,2544,203076,1628370,2546,1629659,2730,201961,202340,1610612758,1628368,1630169,1627741,203458,1628963,1629056,1629002,202684,1630558,330.0,47.0,11.0,0
422,22100292,1610612755,203552,203954,202699,1630178,1629680,1627777,201980,1627788,203083,1610612750,1630162,1626156,1626157,1629020,1630183,1627752,1627736,1629675,1630195,331.0,47.0,11.0,0
423,22100293,1610612737,1628381,1629027,1628989,203991,201568,101150,1627789,203524,203992,1610612752,202692,203944,1629628,1630193,203095,1629011,1630579,1630167,1629656,331.0,47.0,11.0,0
424,22100294,1610612751,201142,201935,201988,1627761,200746,201949,1630560,200794,1628971,1610612756,1628969,101108,1626164,1629028,203109,1626166,1629661,201580,1629013,331.0,47.0,11.0,0
425,22100295,1610612739,1629636,1628386,1630596,1628374,201937,1630171,1626224,201567,1630205,1610612753,1630532,203914,1628976,201577,1630591,1630181,1629643,1629021,1628539,331.0,47.0,11.0,1
426,22100296,1610612741,201942,203897,1628366,1627936,202696,1629632,1629750,1627884,1630245,1610612748,200768,202710,1628389,1629622,1629216,1629130,200782,1628997,203473,331.0,47.0,11.0,0
427,22100297,1610612745,1629645,1626174,1629726,201569,1630256,1629717,1627863,1630231,1630578,1610612766,1626179,1630163,1626162,202330,1629023,1628970,1629667,1628998,1630208,331.0,47.0,11.0,1
428,22100298,1610612742,1629029,203501,204001,1628467,1627827,203493,1628425,203504,203939,1610612764,203078,1628398,203484,1629655,203526,1626149,1628988,1630166,202722,331.0,47.0,11.0,0
429,22100299,1610612762,202711,1628378,203497,204060,203903,201144,200752,202355,1630235,1610612740,1630529,1627742,1628404,1629638,1628984,202685,1626195,203107,1630530,331.0,47.0,11.0,1
430,22100300,1610612746,202331,202694,1628379,202339,1629611,202704,1627826,1628392,1629599,1610612744,203952,201939,1629673,203110,203490,1629308,1629185,1626172,1627780,332.0,47.0,11.0,0
431,22100301,1610612754,1627763,1630537,1627747,203200,1626167,1627734,204456,1629103,203087,1610612749,203507,201950,1628960,203114,1626192,201588,1626171,203918,1629670,332.0,47.0,11.0,0
432,22100302,1610612761,1627832,1627783,1629004,1630567,1630173,1630201,1629139,1629067,1630551,1610612738,1628369,203935,1629684,1627759,1626196,201143,1629641,202683,1630202,332.0,47.0,11.0,0
433,22100303,1610612763,1630217,1626145,1628991,1628415,203500,1629723,203937,1629001,1630533,1610612758,1630558,1627741,1629002,202684,1629663,1628368,1630169,1628963,1629056,332.0,47.0,11.0,1
434,22100304,1610612747,203076,2544,201566,1629659,1628370,201599,2546,202340,201961,1610612765,1630595,1630180,203924,1630165,1628402,1630191,202709,1626168,1628977,332.0,47.0,11.0,1
435,22100305,1610612755,202699,203552,1630178,203954,201980,1629680,1629003,203083,1627788,1610612753,1630532,1628964,1628976,203914,1630591,1629643,203082,1630181,1629649,333.0,48.0,11.0,1
436,22100306,1610612748,200768,1628389,1628997,200782,1629622,1629216,1629130,203473,1630209,1610612743,203932,203115,203999,201145,1628420,1630267,1630538,203085,1630192,333.0,48.0,11.0,0
437,22100307,1610612741,1629750,202696,203897,201942,1628366,1627936,1629632,1627884,1630245,1610612766,202330,1626179,1628970,1626162,1630163,1629023,1629667,1630208,1630547,333.0,48.0,11.0,1
438,22100308,1610612745,1629645,1629726,1626174,201569,1630256,1629717,1627863,1630231,1630578,1610612760,1628983,1630544,1629676,1629652,1630581,1630526,1628778,1629647,1630197,333.0,48.0,11.0,1
439,22100309,1610612750,1630162,1626156,1629006,1626157,1627736,1627752,1629675,1630195,1629669,1610612754,1627763,203200,1627734,204456,1627747,1630537,1629103,1628470,1629048,333.0,48.0,11.0,1
440,22100310,1610612742,1629029,203501,204001,1628467,1627827,203493,1628973,1628425,1629650,1610612739,1630596,1628386,1628374,1629636,201937,1630171,201567,1629685,1630205,333.0,48.0,11.0,0
441,22100311,1610612759,1629640,1627749,1628401,1627751,1629022,1628966,1627854,1630200,201152,1610612764,203078,1628398,203915,203484,1629655,1630166,1626149,203526,1628988,333.0,48.0,11.0,1
442,22100312,1610612762,202711,1628378,203497,203903,204060,201144,200752,202355,1630235,1610612757,203468,203081,1629014,203994,1629642,203496,203469,1626204,203503,333.0,48.0,11.0,1
443,22100313,1610612746,202704,202331,1629611,202339,1628379,201586,1629599,1627826,1628392,1610612740,1627742,1630529,1628404,202685,1628984,1629638,1626195,1630184,203107,333.0,48.0,11.0,0
444,22100314,1610612751,201142,201935,200746,1627761,201988,1630560,201949,200794,1628971,1610612752,203944,202692,1630193,201565,1629011,203095,203457,1630167,1629628,334.0,48.0,11.0,1
445,22100315,1610612761,1627832,1630567,1627783,1630173,1629139,1630201,1629004,1630625,1629067,1610612763,1626145,1628991,1628415,1630217,203500,203937,1629001,1629634,1630583,334.0,48.0,11.0,0
446,22100316,1610612756,1628969,101108,1629028,1629661,203109,1629013,1626166,1626164,201580,1610612744,201939,1629673,203952,203110,203490,1626172,202357,1627780,1629308,334.0,48.0,11.0,1
447,22100317,1610612757,203468,1629014,203994,203503,1626204,203496,203463,203469,1628372,1610612765,203924,1630595,1630191,1630165,1630180,1628402,202709,1626168,1628977,334.0,48.0,11.0,1
448,22100318,1610612758,1628368,1629002,1626158,1630169,1627741,1630558,1629663,1629056,203458,1610612747,2730,203076,201566,201961,1628370,2546,1630559,1629659,200765,334.0,48.0,11.0,0
449,22100319,1610612754,1627734,1627763,1630537,1626167,1627747,1629052,202954,1629103,203087,1610612737,1629027,1628989,1628381,203991,201568,1627789,1626153,101150,203524,335.0,48.0,12.0,0
450,22100320,1610612753,1630175,203914,1630532,1628976,1628964,203082,1629643,1629021,1630181,1610612743,203932,203999,1628420,203115,201145,1630267,1630192,1630210,203210,335.0,48.0,12.0,1
451,22100321,1610612764,203078,1628398,203915,203484,1629655,1626149,1630166,203526,202722,1610612750,1626156,1630162,1629020,1626157,1627736,1629675,1629006,1630195,1627752,335.0,48.0,12.0,1
452,22100322,1610612738,1628369,1627759,203935,201143,203471,1629057,1626196,202683,1629684,1610612755,203552,203954,1630178,202699,1629003,1629680,201980,1627777,203083,335.0,48.0,12.0,1
453,22100323,1610612748,1629639,203473,200768,1629622,1628997,1629216,200782,1629130,1629644,1610612739,1629636,1630596,1628386,1630171,1628374,201937,1630205,201567,202334,335.0,48.0,12.0,0
454,22100324,1610612749,201950,203507,203114,1628960,201588,1626192,1626171,202326,203918,1610612766,1630163,1626179,1629023,1628970,202330,1626162,1629667,202397,1630208,335.0,48.0,12.0,1
