GAME_ID,HOME_TEAM_ID,HOME_P1,HOME_P2,HOME_P3,HOME_P4,HOME_P5,HOME_P6,HOME_P7,HOME_P8,HOME_P9
22100194,1610612766,1628970,1630163,1626179,202330,203486,1628998,1629667,1626162,202397
22100195,1610612745,1629645,1630224,1626174,201569,1630578,1630256,1627863,1628464,1630231
22100196,1610612760,1628983,1629652,1629647,1630581,1630526,1629026,1630598,1630197,1629660
22100197,1610612743,203932,203999,201145,1628420,1630538,1630267,203085,1628408,1630192
22100198,1610612746,202331,202339,202704,201587,1629611,1627826,1628379,1628392,1629599
22100199,1610612739,201937,1629731,1629636,1630171,1626224,1630596,1627756,1629685,1629605
22100200,1610612765,1630595,1630180,203924,1630191,1630165,1628402,1630568,1626168,1628367
22100201,1610612764,203484,203915,1628398,1630166,1628988,1629655,1626149,203526,1630557
22100202,1610612737,203991,1628381,1629027,203992,201568,1629629,1626153,1628989,101150
22100203,1610612752,203944,1629628,201959,201565,203095,1630193,202692,202689,1629011
22100204,1610612742,1629029,1628973,204001,203501,203493,1627827,203939,1628373,1628425
22100205,1610612763,1630217,1629630,1628991,1628415,203500,1630533,1629634,203937,1629001
22100206,1610612750,1626157,1630162,1626156,201976,1630183,1627736,1629020,1629006,1630233
22100207,1610612760,1628983,1630581,1629652,1630526,1629647,1630598,1629026,1630197,1629660
22100208,1610612757,203081,203468,1626181,1629642,1626204,203496,203994,1629014,203469
22100209,1610612747,1629659,201566,203076,1628370,2546,201961,200765,202340,2730
22100210,1610612751,201142,201988,201935,1627761,1628971,201933,1628975,1630560,200746
22100211,1610612762,203497,202711,1626220,204060,201144,1628378,203903,1629672,202355
22100212,1610612746,202704,202331,1627826,1628379,202339,1629599,1630527,1628392,201587
22100213,1610612766,1628970,1630163,1626179,1628998,203486,202330,1626162,1629667,1630208
22100214,1610612765,203924,1630595,1630180,1630191,202709,1628402,1630165,1626168,1628977
22100215,1610612737,1629027,1628381,1628989,203991,203992,1629629,201568,101150,1626153
22100216,1610612751,201142,201935,201988,200746,1628971,201949,201933,1627761,1628975
22100217,1610612748,1629639,202710,1629216,1629130,203473,1628997,1629622,200782,1629644
22100218,1610612752,1629628,203944,1629011,202692,1630193,202689,203095,201565,1630167
22100219,1610612749,201950,203507,1626192,1628960,203114,1626171,201588,1628400,1629670
22100220,1610612750,1630162,1626157,1626156,201976,1629020,1630183,1627736,1627752,1629675
22100221,1610612760,1629652,1628983,1630581,1629647,1630526,1629026,202324,203488,1629660
22100222,1610612756,101108,1628969,1629028,1626164,203109,1629661,1629013,1626166,201580
22100223,1610612757,203081,203468,1626181,1626204,203496,1629642,203994,1629014,203503
22100224,1610612739,1630171,1629731,1629636,201937,202334,201567,1629685,1627756,1629605
22100225,1610612748,200768,202710,200782,1628389,1629130,1629216,1628997,1629622,203473
22100226,1610612763,1629630,1628991,1630217,203500,1628415,1629001,203937,1629634,1626145
22100227,1610612750,1626157,1630162,1630183,1626156,201976,1629020,1627736,1627752,1629162
22100228,1610612743,203999,203115,1628420,203932,201145,203085,1628408,1630538,1630210
22100229,1610612762,1628378,203497,1626220,201144,202711,204060,203903,200752,202355
22100230,1610612766,1630163,1628970,202330,1626162,1628998,203486,1626179,1629667,202397
22100231,1610612765,1630595,1630180,203924,1628402,202709,1630165,1626168,1630191,1628977
22100232,1610612738,203471,1628369,201143,203935,1626196,1629684,1629641,202683,1630202
22100233,1610612751,1627761,201935,201988,201949,201933,1628975,200746,1628971,1630560
22100234,1610612749,201950,203507,203114,1626171,1626192,1628960,201588,1628400,1629620
22100235,1610612740,1627742,202685,1628404,1629638,1630529,203107,1630184,202066,1629637
22100236,1610612743,203932,203115,203085,201145,1628420,1630267,1628408,1630538,203210
22100237,1610612756,1628969,101108,1626164,1629028,203109,1629661,1629013,201580,1626166
22100238,1610612758,1628368,203084,1630558,1627741,1629002,1630169,1626158,1628963,1627745
22100239,1610612752,203944,203095,203457,1629628,202692,202689,1630193,201565,1629011
22100240,1610612754,1629103,1626167,1627763,1630537,1627734,203200,1628470,204456,1627747
22100241,1610612764,203078,203915,1628398,203484,1630166,1626149,203526,1630557,1629655
22100242,1610612737,1629027,1628989,1628381,201568,1629629,203991,203992,1626153,101150
22100243,1610612738,203471,1629684,203935,1628369,201143,1626196,202683,1630174,1629641
22100244,1610612749,1626171,203507,203114,201950,1628960,1626192,201588,203918,203648
22100245,1610612750,1626156,1630162,1629020,1626157,201976,1627736,1630183,1627752,1629675
22100246,1610612757,203081,203468,1626181,203496,203994,1626204,1629014,1629642,203503
22100247,1610612758,1630169,203084,1628368,1626158,1627741,1629002,203090,1630558,203458
22100248,1610612746,202331,202704,1628379,1629611,1627826,202339,1629599,201586,1626159
22100249,1610612765,202709,1630595,203924,1630180,1628402,1628977,1630191,1628367,1626168
22100250,1610612741,201942,203897,1628366,1627936,1627884,1629632,1630245,1628396,1629750
22100251,1610612756,1628969,1626164,1629028,101108,203109,1629013,1629661,1626166,201580
22100252,1610612744,201939,203952,203110,1629673,1626172,203490,1629185,1629308,1627814
22100253,1610612739,1629636,1628386,1630171,1629731,1628374,201937,201567,202334,1629685
22100254,1610612764,203078,1628398,203915,203484,1626149,1629655,1630166,1628988,1630557
22100255,1610612737,1628381,1629027,1628989,203991,203992,201568,1629629,101150,1626153
22100256,1610612738,1628369,203471,203935,1629684,201143,1629057,1627759,1629641,202683
22100257,1610612741,1628972,201942,203897,1628366,1629632,1630245,1627884,1628396,1629750
22100258,1610612749,1629670,203507,201950,1626171,1626192,203918,203114,201588,1628960
22100259,1610612740,1627742,1628404,1630184,1630529,1629638,1626195,202685,202066,203107
22100260,1610612759,1628401,1627749,1627751,1630170,1629640,1629022,1628966,1629234,1630200
22100261,1610612762,1628378,203497,201144,202711,1626220,204060,203903,200752,202355
22100262,1610612758,1628368,203084,1630169,1627741,1626158,1630558,203090,1628963,202684
22100263,1610612765,1630180,203924,202709,1628402,1630595,1626168,1630568,1628977,1628367
22100264,1610612752,203095,203457,203944,1629628,202692,202689,1630193,1630167,1629656
22100265,1610612757,203468,203081,203496,1626181,203994,1629642,1629014,1626204,203503
22100266,1610612746,202331,202704,1628379,202694,1627826,202339,1629599,1629611,1628392
22100267,1610612739,1628386,1628374,1630171,1629636,201937,1626224,201567,1629731,1627756
22100268,1610612754,1627763,1626167,203200,1627734,1630537,1627747,204456,1628470,1629103
22100269,1610612753,203914,1630532,1628976,1628964,1630591,1628539,1630181,1629643,1629021
22100270,1610612738,203935,203471,1628369,201143,1627759,1629641,1629684,203953,1630174
22100271,1610612745,1629645,1626174,201569,1629726,1630256,1629717,1627863,1630578,201571
22100272,1610612763,1629630,1630217,1629634,1628415,1628991,203937,1630533,203500,1629723
22100273,1610612749,201950,203507,1626171,203114,201588,1628960,1626192,1629670,203918
22100274,1610612750,1630162,1627736,1626156,1626157,1629020,1630183,1629675,1627752,1629162
22100275,1610612740,1628404,1627742,1630529,202685,1629638,1626195,1628984,203107,202066
22100276,1610612760,1629652,1630581,1629647,1630526,1630598,1629660,1629026,1630197,202324
22100277,1610612759,1629640,1627749,1628401,1627751,1627854,1630170,1629022,1628966,1630200
22100278,1610612744,201939,203952,1629673,203110,1629308,1626172,203490,1627780,1627814
22100279,1610612758,1630169,1630558,1627741,203084,1628368,203090,1628963,1627745,203458
22100280,1610612746,202704,202331,1629611,202339,1628379,202694,1627826,201586,1628392
22100281,1610612766,1630163,1626179,1628998,202330,1626162,1628970,1629023,1629667,1630208
22100282,1610612752,203944,1629628,203095,202689,202692,1629011,1630193,203457,1629656
22100283,1610612753,1628976,1630532,203914,1630591,1629643,1628964,1630181,203082,1629021
22100284,1610612754,1627734,1627763,1627747,1626167,1629103,1630537,204456,203200,1628470
22100285,1610612763,1630217,1628991,1626145,1629001,1628415,203500,203937,1629723,1630533
22100286,1610612760,1629652,1628983,1630581,1629026,1630526,1629647,203488,1630197,1630544
22100287,1610612759,1629640,1627749,1628401,1627751,1627854,1628966,1630200,1629022,1629234
22100288,1610612743,203115,203932,1628420,201145,1630267,203085,203210,1630192,1628427
22100289,1610612762,203497,1628378,1626220,202711,201144,204060,203903,200752,202355
22100290,1610612744,201939,1629673,203110,203952,1629308,203490,1626172,1629185,1627780
22100291,1610612747,201566,2544,203076,1628370,2546,1629659,2730,201961,202340
22100292,1610612755,203552,203954,202699,1630178,1629680,1627777,201980,1627788,203083
22100293,1610612737,1628381,1629027,1628989,203991,201568,101150,1627789,203524,203992
22100294,1610612751,201142,201935,201988,1627761,200746,201949,1630560,200794,1628971
22100295,1610612739,1629636,1628386,1630596,1628374,201937,1630171,1626224,201567,1630205
22100296,1610612741,201942,203897,1628366,1627936,202696,1629632,1629750,1627884,1630245
22100297,1610612745,1629645,1626174,1629726,201569,1630256,1629717,1627863,1630231,1630578
22100298,1610612742,1629029,203501,204001,1628467,1627827,203493,1628425,203504,203939
22100299,1610612762,202711,1628378,203497,204060,203903,201144,200752,202355,1630235
22100300,1610612746,202331,202694,1628379,202339,1629611,202704,1627826,1628392,1629599
22100301,1610612754,1627763,1630537,1627747,203200,1626167,1627734,204456,1629103,203087
22100302,1610612761,1627832,1627783,1629004,1630567,1630173,1630201,1629139,1629067,1630551
22100303,1610612763,1630217,1626145,1628991,1628415,203500,1629723,203937,1629001,1630533
22100304,1610612747,203076,2544,201566,1629659,1628370,201599,2546,202340,201961
22100305,1610612755,202699,203552,1630178,203954,201980,1629680,1629003,203083,1627788
22100306,1610612748,200768,1628389,1628997,200782,1629622,1629216,1629130,203473,1630209
22100307,1610612741,1629750,202696,203897,201942,1628366,1627936,1629632,1627884,1630245
22100308,1610612745,1629645,1629726,1626174,201569,1630256,1629717,1627863,1630231,1630578
22100309,1610612750,1630162,1626156,1629006,1626157,1627736,1627752,1629675,1630195,1629669
22100310,1610612742,1629029,203501,204001,1628467,1627827,203493,1628973,1628425,1629650
22100311,1610612759,1629640,1627749,1628401,1627751,1629022,1628966,1627854,1630200,201152
22100312,1610612762,202711,1628378,203497,203903,204060,201144,200752,202355,1630235
22100313,1610612746,202704,202331,1629611,202339,1628379,201586,1629599,1627826,1628392
22100314,1610612751,201142,201935,200746,1627761,201988,1630560,201949,200794,1628971
22100315,1610612761,1627832,1630567,1627783,1630173,1629139,1630201,1629004,1630625,1629067
22100316,1610612756,1628969,101108,1629028,1629661,203109,1629013,1626166,1626164,201580
22100317,1610612757,203468,1629014,203994,203503,1626204,203496,203463,203469,1628372
22100318,1610612758,1628368,1629002,1626158,1630169,1627741,1630558,1629663,1629056,203458
22100319,1610612754,1627734,1627763,1630537,1626167,1627747,1629052,202954,1629103,203087
22100320,1610612753,1630175,203914,1630532,1628976,1628964,203082,1629643,1629021,1630181
22100321,1610612764,203078,1628398,203915,203484,1629655,1626149,1630166,203526,202722
22100322,1610612738,1628369,1627759,203935,201143,203471,1629057,1626196,202683,1629684
22100323,1610612748,1629639,203473,200768,1629622,1628997,1629216,200782,1629130,1629644
22100324,1610612749,201950,203507,203114,1628960,201588,1626192,1626171,202326,203918
22100325,1610612740,1627742,1628984,1629638,1630529,202685,202066,1630530,203107,1630184
22100326,1610612760,1628983,1629652,1630526,1630544,1629647,1628778,1629660,1629676,1630598
22100327,1610612746,1628379,202704,1629611,1627826,1630527,202694,202339,201586,1628392
22100328,1610612752,202692,203944,1630193,203095,1629011,201565,1630167,1629656,1628995
22100329,1610612761,1630567,1627832,1627783,1629018,1630173,1629004,1630625,1628449,1629139
22100330,1610612763,1630583,1629723,1630214,1629001,203500,1626145,1628991,1630217,1628415
22100331,1610612756,1628969,101108,1629028,1629013,1629661,203109,1626166,201580,203901
22100332,1610612757,203468,1626181,203496,203463,203994,1626204,203503,1628372,1629014
22100333,1610612754,1627763,1627747,1627734,1630537,1626167,1629052,1629103,203087,202954
22100334,1610612764,203078,203915,1628398,1630166,1629655,1626149,203526,1628988,202722
22100335,1610612737,1629027,1628381,1628989,203991,1626153,201568,1627789,101150,203524
22100336,1610612751,201142,201935,201988,200746,1627761,201949,1630560,200794,1628971
22100337,1610612745,1626174,201569,1629726,1630256,1627863,1629717,1630578,1629645,1630231
22100338,1610612742,1629029,1628973,1627827,1628467,203493,203501,203939,1628425,203504
22100339,1610612762,203497,1628378,1626220,201144,202711,204060,203903,200752,202355
22100340,1610612744,201939,1629673,203110,203952,1627780,1629308,203490,202357,1626172
22100341,1610612747,203076,2544,201566,1628370,1629659,2546,2730,201961,1630559
22100342,1610612752,203095,203944,202692,1629628,201565,1629011,1630167,1630193,203457
22100343,1610612751,201935,201142,201988,200746,1628971,1630560,1627761,200794,1628975
22100344,1610612749,201950,203114,1626171,1626192,1630606,203918,1630572,203648,202083
22100345,1610612742,1627827,1628973,1628467,203501,203493,203939,1628425,203504,1628373
22100346,1610612744,201939,203110,1629308,203952,1627814,1629673,1629185,202357,1626172
22100347,1610612757,1628372,203468,1626181,1626204,203463,203496,203994,203469,203503
22100348,1610612758,1630169,1628368,1629056,1630558,1626158,1629002,1628963,1627741,203458
22100349,1610612739,1630596,1628374,1629636,1628386,201937,1630171,1626224,201567,1630205
22100350,1610612737,1627789,1628381,1629027,1628989,203991,201568,101150,1626153,203524
22100351,1610612761,1630567,1627783,1627832,1630173,1629018,1628449,1629139,1629004,1630625
22100352,1610612745,201569,1630256,1626174,1629726,1629717,1627863,1630578,1628464,201571
22100353,1610612766,202330,1628970,1626162,1628998,1629023,1630547,1630550,1630208,1630176
22100354,1610612765,1630180,1630595,203924,1630191,1630165,1630240,1628402,1626168,1628367
22100355,1610612754,1627734,1627763,1627747,1626167,1629052,1630537,1629103,203087,202954
22100356,1610612748,200768,1628997,1629639,202710,200782,1629216,1629130,203473,1630209
22100357,1610612741,1630245,1628366,203897,202696,1627884,1628972,1629744,1628396,1629653
22100358,1610612749,201950,203114,1626171,1626192,203507,1628960,202326,202083,203918
22100359,1610612750,1626157,1630162,1629020,1627736,1629162,1630183,1630195,1627752,1629675
22100360,1610612756,1628969,101108,1629028,203109,1629661,1629013,1626166,201580,203901
22100361,1610612744,1629673,201939,203952,203110,1627814,203490,1627780,1629308,1626172
22100362,1610612757,1626181,1628372,1626204,203503,203994,203496,203469,1629604,203463
22100363,1610612742,1627827,1629029,204001,203493,203501,1628973,203939,1628467,1628373
22100364,1610612759,1627749,1628401,1627751,203926,1627854,1629022,1629640,1628966,1629234
22100365,1610612747,2544,201566,203076,1629659,202340,2546,1628370,201961,2730
22100366,1610612766,1628970,1628998,1626162,202330,1629023,1630208,1630550,1630547,1630176
22100367,1610612739,1629636,1628386,1630596,1630171,1628374,201937,1626224,201567,1630698
22100368,1610612765,203924,1630595,1628402,1630191,1628977,1626168,1630180,1630165,202709
22100369,1610612754,1627734,1627763,1626167,1630537,1627747,1629052,202954,1629103,203087
22100370,1610612748,200768,200782,1628997,1629644,1629639,1629130,1629622,1629216,203473
22100371,1610612761,1627832,1630567,1629018,1627783,1628449,1629139,1629067,1630551,1630625
22100372,1610612745,1629726,1626174,1629717,201569,1630256,1630528,1630231,201571,1630578
22100373,1610612763,1626145,1630217,1628991,1628415,203500,1629001,1629681,1629723,1630214
22100374,1610612750,1626157,1630162,1629020,1627736,1630183,201976,1627752,1630195,1629675
22100375,1610612740,1627742,1628404,202685,1630529,1628984,1629638,1626195,202066,1630184
22100376,1610612744,1629673,201939,203952,203110,203490,202357,1626172,1629308,1627814
22100377,1610612758,1630169,1628368,203084,1629056,1630558,202684,1628963,1627741,203458
22100378,1610612746,202704,202694,1629611,1627826,1628379,1630527,202339,1628392,201587
22100379,1610612755,202699,203552,203954,1630178,1629003,201980,1629680,1627788,1627777
22100380,1610612763,1626145,1630217,203500,1628991,1629001,1629723,1630214,1629681,1629633
22100381,1610612759,1628401,1627749,1628966,1627751,203926,1629022,1630170,1629234,1630200
22100382,1610612766,1628998,202330,1626162,1628970,1630550,1630547,1630176,1630539,1629083
22100383,1610612754,1627763,1626167,1627747,1627734,1629052,1630537,1629103,202954,203087
22100384,1610612737,1628381,1629027,1628989,203991,1627789,201568,1629629,101150,1626153
22100385,1610612761,1630567,1627783,1629018,1627832,1628449,1629139,1629004,1630551,1630625
22100386,1610612745,1629726,1629717,201569,1630256,1626174,201571,1630578,1630231,1630528
22100387,1610612750,1630162,1626157,1629020,1627736,201976,1630183,1630195,1629669,1629675
22100388,1610612740,1627742,1628404,1630529,202685,1628984,1629638,203107,202066,1626195
22100389,1610612760,1629652,1630581,1628983,1630544,1630526,1629647,1629026,1630197,202324
22100390,1610612756,1628969,1629661,203109,101108,201580,1629013,1626166,1630188,203901
22100391,1610612746,1628379,1629611,202704,1627826,202339,202694,1630527,1628392,1626159
22100392,1610612764,203078,203484,203915,1629655,1630166,203526,202722,1626149,1630557
22100393,1610612739,1628386,1630596,1629636,1630171,1626224,201937,1628374,201567,1629731
22100394,1610612748,1629639,200782,1629216,200768,203473,1629644,1629130,1629622,1630209
22100395,1610612763,1626145,1628415,1630217,203937,1630214,203500,1629001,1629681,1629723
22100396,1610612755,203552,202699,1629680,203954,1630178,1629003,201980,203083,1627777
22100397,1610612759,1630200,1627749,1630170,1629022,1628401,1629640,1629234,1627854,201152
22100398,1610612752,1629656,201565,203944,1628995,203457,203095,1630193,1629011,1630540
22100399,1610612765,1630191,1630595,1628402,1630240,1630180,1630165,1628977,203585,1628367
22100400,1610612760,1628983,1629647,1630581,1630197,1629026,202324,1630526,1629652,1630544
22100401,1610612759,1628401,1627751,1627749,203926,1629640,1629022,1630170,1630200,1629234
22100402,1610612757,1626181,203081,203496,1629014,1626204,203994,1629642,203463,1630570
22100403,1610612747,2544,201566,1629659,202340,1630559,2546,2730,1628370,201599
22100404,1610612739,1629636,1630171,1630596,1628386,1628374,201937,201567,1630205,1626224
22100405,1610612754,1627747,1627763,1627734,1626167,1629103,1629052,1630537,203087,202954
22100406,1610612761,1630567,1629018,1627783,1627832,1629139,1630551,1628449,1629004,1630201
22100407,1610612737,1629027,1628989,203991,1629629,201568,1628381,1627789,101150,1626153
22100408,1610612738,1628369,201143,1627759,203935,1629684,203471,1629057,1629641,1630174
22100409,1610612763,1628415,1628991,1626145,1629723,1630217,1629001,203500,1630214,203937
22100410,1610612742,203493,1627827,1628467,203501,204001,1628973,203504,1630182,1629650
22100411,1610612743,203932,1628420,203999,201145,1630267,1628432,1630538,1630192,1630210
22100412,1610612746,1629611,1628379,202694,202704,1627826,202339,1628392,1630527,1626159
22100413,1610612751,201142,1630556,201988,1630561,201933,1629651,1630560,1630549,1627761
22100414,1610612752,202692,203944,201565,203095,203457,1630193,1630540,1628995,1629011
22100415,1610612741,203897,1628366,1630245,202696,201942,1628972,1629632,1627884,1628035
22100416,1610612757,203081,1626181,203994,203496,1629014,1626204,1629642,203503,203463
22100417,1610612739,1629731,1629636,1630171,201937,1630205,202334,1628374,1628386,1626224
22100418,1610612753,1630532,1630175,1629643,203082,1628976,1630181,1629021,1628539,1629649
22100419,1610612755,1630178,203954,202699,203552,201980,1629003,1629680,1630198,203083
22100420,1610612742,1627827,203501,204001,1628973,1628467,203504,203493,203939,1630182
22100421,1610612749,201950,1626192,1628960,1626171,1629670,201588,203648,203918,1630572
22100422,1610612760,1630581,1628983,1630526,1629026,1629647,1630544,1630598,202324,203488
22100423,1610612759,1627749,1629640,1628401,1627751,1630170,203926,1627854,1628966,1630200
22100424,1610612743,203999,1628420,201145,1630267,203932,1630192,203115,1628427,1630210
22100425,1610612762,1628378,203903,203497,1626220,204060,202711,201144,202355,200752
22100426,1610612757,1626181,203081,1629642,203994,1626204,1629014,203496,203463,1630570
22100427,1610612758,1630169,203084,1628368,1630558,1627741,203090,202684,203458,1629002
22100428,1610612754,1627747,1627734,1630537,1626167,203200,202954,203087,1629052,1628470
22100429,1610612751,201142,201988,1630556,1630561,201933,1630560,1629651,1630549,204038
22100430,1610612761,1627783,1628384,1627832,1629018,1630567,1628449,1630173,1630625,203920
22100431,1610612745,1630528,1628464,1629726,201569,1630256,1630231,201571,1630578,1628021
22100432,1610612756,1629013,1628969,1629661,203109,1629028,101108,1626166,203901,1630188
22100433,1610612753,1629643,203914,1630532,201577,1629755,1628539,1629168,1629678,1628976
22100434,1610612737,1629027,1627789,1628381,1628989,203991,201568,1626153,1629629,1630168
22100435,1610612738,1628369,1629057,203935,1626196,1627759,1630174,1630202,202683,1629641
22100436,1610612750,1626157,1627736,201976,1629020,1626156,1630183,1629669,1629006,1629675
22100437,1610612762,203497,201144,1628378,202711,1626220,203903,204060,200752,202355
22100438,1610612740,1627742,1628404,202685,1628984,1630529,1629638,202066,203107,1626195
22100439,1610612757,1626181,203081,1626204,203496,1629642,203463,1629014,203994,1630570
22100440,1610612758,1630169,1627741,1629002,203084,202684,203090,1630186,1627745,1629674
22100441,1610612765,1630180,1630595,1630165,1628402,1628977,1630191,1630240,1626168,1628367
22100442,1610612751,201988,1630556,1630560,1630561,201933,204038,1627885,203516,1627761
22100443,1610612761,1627832,1630567,1629018,1628384,1628449,1630173,1629139,1629004,1630201
22100444,1610612760,1629652,1628983,1630581,1629647,1629026,1630598,1630544,1630526,203488
22100445,1610612738,1628369,203935,1627759,1626196,1629057,1630202,1630174,202683,1628981
22100446,1610612749,1630606,1630572,1629670,202326,203648,201588,1626192,1628400,1628960
22100447,1610612762,203497,1628378,1626220,202711,204060,203903,200752,1630235,202355
22100448,1610612741,1628366,1627936,202696,1629750,201942,1629632,1628035,1628396,1627884
22100449,1610612765,1630180,1630595,1630191,1628977,202709,1628402,1630165,1626168,1630240
22100450,1610612763,203500,1628415,1630217,1626145,203937,1629001,1628991,1629723,1630214
22100451,1610612758,203084,1627741,1630169,203090,1629002,202684,1627745,1630186,1629620
22100452,1610612737,1628989,1629027,1627789,1630168,201568,203991,203992,1626153,1629631
22100453,1610612751,201949,1630556,200746,201988,1630560,1627761,1628975,201933,1628971
22100454,1610612755,202699,1627788,1630178,1629680,203954,1630198,1627777,203083,1629718
22100455,1610612750,1629020,1626156,1626157,1630183,201976,1627736,1629675,1629669,1630195
22100456,1610612756,1628969,1626164,1626166,101108,1629028,1629013,203109,1629661,203901
22100457,1610612738,202683,1628369,203935,1627759,203471,1629641,1630202,1630174,1628981
22100458,1610612761,1627783,1630201,1630567,1629018,1630173,1628449,1629004,201152,1629139
22100459,1610612741,1628366,201942,1629632,202696,1628035,1629750,1629076,1628396,1629653
22100460,1610612763,1630217,1628415,1628991,1629630,203937,1629001,1630214,203500,1629723
22100461,1610612762,203497,1628378,1626220,201144,202711,204060,203903,200752,202355
22100462,1610612744,201939,203110,1627814,203490,2738,1627780,1626172,1629308,202357
22100463,1610612746,1629611,202331,1628379,1627826,202339,1630527,201586,202704,201587
22100464,1610612751,1628971,203552,201988,1630560,200746,1630561,1628975,203083,1630556
22100465,1610612748,1629622,1629216,200768,1629130,1629644,1630209,1629639,203473,1630585
22100466,1610612752,202692,203095,202689,203944,1629011,203457,201959,1627782,1628422
22100467,1610612740,1628404,1627742,202685,1628984,1629638,1630529,1626195,1630530,203107
22100468,1610612742,1627827,1628973,1628425,1628373,203504,1629033,203939,1627737,1626246
22100469,1610612747,201566,2544,1629659,201961,202738,200765,2772,2546,201599
22100470,1610612737,1629629,1628381,1626153,203476,202362,203992,1630168,1630536,1630552
22100471,1610612738,1628369,1627759,1629057,203935,1629641,1630202,203471,1630174,202683
22100472,1610612741,1630245,203897,201942,202696,1629632,1629750,1628972,1629076,1629744
22100473,1610612749,1626192,201950,203114,202326,1629670,201588,203918,202083,1628400
22100474,1610612760,1628983,1629652,1630581,1630526,1629647,202324,1629026,1630544,1630197
22100475,1610612758,1627741,1630169,203084,1629002,202684,203090,1626158,1626144,1627745
22100476,1610612754,1626167,1630537,203200,1627747,1629052,203087,1628470,1629048,202954
22100477,1610612753,1630175,1630532,203914,1628976,1629678,1629755,1629643,204025,1630273
22100478,1610612755,202699,203552,203954,1630178,1629680,1627788,1630198,1629646,204020
22100479,1610612748,1629622,200768,1629639,1629216,1630209,1629130,1630585,2617,1629644
22100480,1610612752,202689,203095,202692,203944,1629011,1630579,1628422,1630167,201959
22100481,1610612742,1628973,1627827,1628373,1628425,1629033,203939,1627737,202688,1630637
22100482,1610612743,203999,203115,1630267,1628420,201145,203085,1628427,1630192,1630538
22100483,1610612756,1626164,101108,203109,1629028,1628969,1629661,1629013,1626166,201580
22100484,1610612762,1628378,203497,202711,1626220,201144,203903,204060,200752,202355
22100485,1610612744,201939,203110,1627780,203490,1629308,202357,1626172,1629185,1630228
22100486,1610612757,1629642,1629014,203496,203994,203463,1629604,203469,1630570,1628372
22100487,1610612747,1629659,201566,2544,201961,2730,202738,2546,200765,1629203
22100488,1610612752,202689,203944,203095,1629011,1629628,1629656,201959,202692,1630167
22100489,1610612749,201950,203114,203507,1628960,1626171,201588,1626192,202083,202326
22100490,1610612756,1626164,1628969,101108,203109,1629028,1629661,1626166,201580,1629013
22100491,1610612747,2544,2546,201566,1628370,1629659,1626169,201961,201954,2730
22100492,1610612762,1628378,203497,201144,1626220,203903,204060,202711,200752,202355
22100493,1610612748,1629622,202710,1629216,1630209,1628997,1629130,1629639,1630585,2617
22100494,1610612739,1626147,1629636,1629731,1627756,201937,1628374,201567,1630698,1628436
22100495,1610612764,1630557,203915,1630166,1628398,1628988,1629655,202722,1626149,1630648
22100496,1610612758,203084,1630169,1628368,1627745,1627741,1629002,203090,1629056,1626158
22100497,1610612760,1628983,1630598,1629652,1630581,1630526,1629026,1630177,1629660,202324
22100498,1610612759,1628966,1629640,1627854,1630200,203926,1629022,1630170,1629111,1628401
22100499,1610612741,201942,1629632,202696,203897,1629750,1630245,1628972,1629744,1629076
22100500,1610612746,202339,1629611,1630527,201587,1627826,1629599,201586,1628379,1630553
22100501,1610612766,1626162,203486,202330,1626179,1629667,1630163,202397,1628998,1630208
22100502,1610612737,203992,1629629,1629027,1630602,203991,203476,1630219,1630792,1627760
22100503,1610612750,1627736,1630183,1629669,1629162,1630233,202328,1627774,1629006,1629735
22100504,1610612759,1628401,1629640,1630170,1627751,203926,1629022,1629111,1628966,1630200
22100505,1610612756,1626164,1629661,101108,1628969,1630188,1626166,201580,1629013,203901
22100506,1610612757,203081,1629642,1626204,1626181,1629014,1629604,203503,1630787,1630535
22100507,1610612746,202339,1630527,202694,1629611,1629599,1628379,1627826,1630553,1626159
22100508,1610612753,1630532,203914,1628976,1630181,201577,204025,1629755,1629678,1629021
22100509,1610612748,202710,1629130,1629639,1629216,1630209,1628997,1630585,1629644,1629597
22100510,1610612761,1627783,1629018,1628449,1630201,1629139,1629004,1628391,1629682,1630187
22100511,1610612745,1630224,1629645,1628021,201569,1626174,1630528,1629717,1630578,1630586
22100512,1610612750,1627736,1630183,201976,1629669,1630233,1629162,202328,1627774,1629675
22100513,1610612740,202066,1630529,1628984,202685,1629109,1629637,1630530,203107,1629607
22100514,1610612744,201939,203952,1627780,1626172,203490,2738,1629308,202357,1630228
22100515,1610612758,1628368,1630169,203084,1628963,1627741,1626158,1627745,1629056,1629002
22100516,1610612765,1630180,1630568,1628977,1628476,1630199,1629309,1628402,1629620,1627767
22100517,1610612754,1627747,1627734,203200,1626167,1628470,1630537,1629052,1629103,1626208
22100518,1610612738,1627759,201143,1630202,1626196,1629057,1629641,1629684,1630271,1630573
22100519,1610612741,201942,1629632,202696,203897,1628972,1629750,1630245,1629744,1629076
22100520,1610612763,1629630,1630217,1628991,203937,203500,1626145,1629681,1629634,1630214
22100521,1610612759,1630200,1630563,1629022,201152,1629640,1630170,1627823,1628401,1629234
22100522,1610612756,1626164,1628969,101108,1626166,1629013,1630188,201580,1629661,1628990
22100523,1610612757,1626181,203081,1626204,1629014,1629642,1630787,1629604,203503,1629617
22100524,1610612758,1630169,1628368,203084,1628963,1626158,1627741,1627745,1629002,1630558
22100525,1610612751,201935,201142,201988,1629651,200746,201949,1627761,1628971,201933
