model_id,estimator_name,estimator_params,test_accuracy,test_f1,cv_mean,n_features_after_preprocess,model_complexity_proxy,tool,export_status,export_error,source_path,source_size_bytes,source_size_kb,compile_status,object_size_bytes,binary_size_bytes
logreg_lbfgs_c0.1,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""n_jobs"": null, ""penalty"": ""deprecated"", ""random_state"": 0, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
logreg_lbfgs_c0.1,LogisticRegression,"{""C"": 0.1, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""n_jobs"": null, ""penalty"": ""deprecated"", ""random_state"": 0, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
logreg_lbfgs_c1,LogisticRegression,"{""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""n_jobs"": null, ""penalty"": ""deprecated"", ""random_state"": 0, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
logreg_lbfgs_c1,LogisticRegression,"{""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""n_jobs"": null, ""penalty"": ""deprecated"", ""random_state"": 0, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
logreg_lbfgs_c1,LogisticRegression,"{""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""n_jobs"": null, ""penalty"": ""deprecated"", ""random_state"": 0, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
logreg_lbfgs_c10,LogisticRegression,"{""C"": 10.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""n_jobs"": null, ""penalty"": ""deprecated"", ""random_state"": 0, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
logreg_lbfgs_c10,LogisticRegression,"{""C"": 10.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""n_jobs"": null, ""penalty"": ""deprecated"", ""random_state"": 0, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
logreg_lbfgs_c10,LogisticRegression,"{""C"": 10.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": 0.0, ""max_iter"": 2000, ""n_jobs"": null, ""penalty"": ""deprecated"", ""random_state"": 0, ""solver"": ""lbfgs"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
linearsvc_c0.1,LinearSVC,"{""C"": 0.1, ""class_weight"": null, ""dual"": ""auto"", ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 8000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 0, ""tol"": 0.0001, ""verbose"": 0}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
linearsvc_c0.1,LinearSVC,"{""C"": 0.1, ""class_weight"": null, ""dual"": ""auto"", ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 8000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 0, ""tol"": 0.0001, ""verbose"": 0}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
linearsvc_c0.1,LinearSVC,"{""C"": 0.1, ""class_weight"": null, ""dual"": ""auto"", ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 8000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 0, ""tol"": 0.0001, ""verbose"": 0}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
linearsvc_c1,LinearSVC,"{""C"": 1.0, ""class_weight"": null, ""dual"": ""auto"", ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 8000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 0, ""tol"": 0.0001, ""verbose"": 0}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
linearsvc_c1,LinearSVC,"{""C"": 1.0, ""class_weight"": null, ""dual"": ""auto"", ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 8000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 0, ""tol"": 0.0001, ""verbose"": 0}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
linearsvc_c1,LinearSVC,"{""C"": 1.0, ""class_weight"": null, ""dual"": ""auto"", ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 8000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 0, ""tol"": 0.0001, ""verbose"": 0}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
linearsvc_c10,LinearSVC,"{""C"": 10.0, ""class_weight"": null, ""dual"": ""auto"", ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 8000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 0, ""tol"": 0.0001, ""verbose"": 0}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
linearsvc_c10,LinearSVC,"{""C"": 10.0, ""class_weight"": null, ""dual"": ""auto"", ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 8000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 0, ""tol"": 0.0001, ""verbose"": 0}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
linearsvc_c10,LinearSVC,"{""C"": 10.0, ""class_weight"": null, ""dual"": ""auto"", ""fit_intercept"": true, ""intercept_scaling"": 1, ""loss"": ""squared_hinge"", ""max_iter"": 8000, ""multi_class"": ""ovr"", ""penalty"": ""l2"", ""random_state"": 0, ""tol"": 0.0001, ""verbose"": 0}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d3_leaf1,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 3, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d3_leaf1,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 3, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d3_leaf1,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 3, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d3_leaf5,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 3, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d3_leaf5,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 3, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d3_leaf5,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 3, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d5_leaf1,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d5_leaf1,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d5_leaf1,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d5_leaf5,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d5_leaf5,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d5_leaf5,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d8_leaf1,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 8, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d8_leaf1,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 8, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d8_leaf1,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 8, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d8_leaf5,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 8, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d8_leaf5,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 8, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
dtree_d8_leaf5,DecisionTreeClassifier,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 8, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 5, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 0, ""splitter"": ""best""}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
rf_n10_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 10, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
rf_n10_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 10, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
rf_n10_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 10, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
rf_n10_d10,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 10, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
rf_n10_d10,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 10, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
rf_n10_d10,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 10, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
rf_n30_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 30, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",,,,,,m2cgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
rf_n30_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 30, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",,,,,,micromlgen,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
rf_n30_d5,RandomForestClassifier,"{""bootstrap"": true, ""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 5, ""max_features"": ""sqrt"", ""max_leaf_nodes"": null, ""max_samples"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""n_estimators"": 30, ""n_jobs"": -1, ""oob_score"": false, ""random_state"": 0, ""verbose"": 0, ""warm_start"": false}",,,,,,sklearn_porter,fit_failed,PermissionError: [Errno 1] Operation not permitted,,,,skipped_fit_failed,,
